Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,18-May-2026 09:16 AM,techsummary_574196.pdf (1264.70 KB),18-May-2026,"INR 1,053,404.65",90.0,Bibhuti Tripathy,18-May-2026 09:20 AM,Proceeding.pdf (1265.00 KB),Contract value includes GST.,1.0,3348653.0,SWAPAN RAY,09-Jan-2026 07:29 PM,Accepted-AOC,Contract value includes GST.,18-May-2026 09:20 AM,Finance,The bid has been admitted,Bibhuti Tripathy,11-Feb-2026 05:25 PM,,BOQ Comparative Chart,1.0,3348653.0,SWAPAN RAY,INR,"1,053,404.65",Municipal Bodies||Paradeep Municipality,2026_ORULB_124113_3,EO/ PDPM/ W_05_MSBY/ 2025-26,"Construction of Road and drain from at kalinga pada Tapna colony, Balijhara in Ward No. 05",Basanta Biswal,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Bibhuti Tripathy,18-May-2026 09:18 AM,finsummary_574196.pdf (1264.70 KB),AOC,"EO, Paradeep Municipality",Paradeep Municipality,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Documents,Municipal Bodies||Paradeep Municipality,EO/ PDPM/ W_05_MSBY/ 2025-26,2026_ORULB_124113_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"Construction of Road and drain from at kalinga pada Tapna colony, Balijhara in Ward No. 05","Construction of Road and drain from at kalinga pada Tapna colony, Balijhara in Ward No. 05",Please refer Tender documents. ,NA ,"12,39,154",Civil Works - Others,NA ,Tender,120.0,90.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,"12,392",Yes,percentage,1.0%,Nil,Nil,03-Jan-2026 05:30 PM,15-Jan-2026 11:30 AM,03-Jan-2026 05:30 PM,13-Jan-2026 05:30 PM,03-Jan-2026 05:30 PM ,13-Jan-2026 05:30 PM ,03-Jan-2026 05:30 PM,13-Jan-2026 05:30 PM,1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
