Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
D S Jena,Internal,,DUSHASAN JENA,30-Jan-2026 05:55 PM,30-Jan-2026 06:00 PM,techsummary_565884.pdf (116.87 KB),Finance,Admitted,DUSHASAN JENA,25-May-2026 10:30 AM,,BOQ Comparative Chart,25-May-2026,"INR 2,396,039",90.0,DUSHASAN JENA,25-May-2026 10:38 AM,BankamuhanaIIITWAOC.pdf (64.00 KB),Awarded of Work including GST,1,3266338,Amaresh Kumar Biswal,29-Nov-2025 01:42 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,1.0,3265963.0,ASHOK KUMAR JENA,INR,"2,396,039",Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,2025_OLIC_121606_62,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,Installation and Energization of Bankamuhana-III TW Project under Bhandaripokhari Block,Technical,Admitted,DUSHASAN JENA,30-Jan-2026 05:50 PM,technical_565884.pdf,D S Jena,Internal,,DUSHASAN JENA,25-May-2026 10:34 AM,finsummary_565884.pdf (116.87 KB),AOC,"7,080",0.0,Nil,Nil,No,Installation and Energization of Bankamuhana-III TW Project under Bhandaripokhari Block,Installation and Energization of Bankamuhana-III TW Project under Bhandaripokhari Block,Please refer Tender documents. ,NA ,"23,88,591",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,90.0,"L.I. Division, Bhadrak",756100.0,NA ,NA ,NA ,"L.I. Division, Bhadrak",No ,No,1.0,ICICI BANK,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Bhadrak,04/2025-26(3373)/OLIC(BDK)/Dt. 03.11.2025,2025_OLIC_121606_62,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,21-Nov-2025 11:00 AM,01-Dec-2025 11:00 AM,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,21-Nov-2025 11:00 AM ,29-Nov-2025 05:00 PM ,21-Nov-2025 11:00 AM,29-Nov-2025 05:00 PM,30-Jan-2026 06:00 PM,"E.E. L.I. Division, Bhadrak","E.E. L.I. Division, Bhadrak","23,886",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,2,3263452,Anushka Infrastructure Prop -Hrushi Kesha Pati,28-Nov-2025 02:01 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,3,3265963,ASHOK KUMAR JENA,29-Nov-2025 01:02 PM,Accepted-AOC,Awarded of work through lottery draw in the presence of Tender Committee,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3263581,BRAHMA SWARUP MOHAPATRA,28-Nov-2025 11:03 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3266115,Manas Kumar Jena,29-Nov-2025 01:45 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3261562,POWERTECH ENGINEERING.TAPAS RANJAN PATI,28-Nov-2025 10:31 AM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3262827,RAHUL DAS,28-Nov-2025 05:23 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3265685,Rudra Narayan Nayak,29-Nov-2025 10:52 AM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3255241,Santosh Kumar Parida,26-Nov-2025 06:56 AM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3266432,SUBHASHIS CHANDRA NAYAK,29-Nov-2025 02:54 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,3261663,VISHNU ENTERPRISE PROP. SHAKTI PRASAD SWAIN,27-Nov-2025 09:37 PM,Rejected-AOC,Rejected in Lottery Process,25-May-2026 10:38 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
