Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",Special Repair Constable Qr. 5 nos.at Saintala for the year 2025-26,Special Repair Constable Qr. 5 nos.at Saintala for the year 2025-26,Please refer Tender documents. ,NA ,"10,17,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,"6,000",0.0,Nil,Nil,No,31-Oct-2025 06:00 PM,15-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,31-Oct-2025 06:00 PM ,13-Nov-2025 05:00 PM ,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-07/2025-26,2025_CERWI_120441_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",1.0,ICICI BANK,"10,170",Yes,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Manik Kumbhar,23-Dec-2025 01:25 PM,finsummary_560489.pdf (554.82 KB),CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120441_3,EEPTNG-online-07/2025-26,Special Repair Constable Qr. 5 nos.at Saintala for the year 2025-26,1.0,3216661.0,GHASIRAM JAINI,INR,"864,405",Finance,13 Nos bid opened,Manik Kumbhar,27-Nov-2025 07:10 PM,finance_560489.pdf,BOQ Comparative Chart,07-May-2026,"INR 864,405",60.0,Manik Kumbhar,07-May-2026 05:55 PM,5857.pdf (1022.00 KB),1,3220135,ABHISHEK SARAF,14-Nov-2025 10:09 AM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,Executive Engineer,Internal,"Executive Engineer,DAO,Estimator",Manik Kumbhar,23-Dec-2025 01:18 PM,techsummary_560489.pdf (554.82 KB),AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3184405,ARYA INFRASTRCTURE,07-Nov-2025 02:36 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3222230,BARNANA DEO,13-Nov-2025 07:29 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3217161,DILIP KUMAR SAHOO,12-Nov-2025 07:38 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3222817,DOSALIN MISHRA,13-Nov-2025 09:13 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3216661,GHASIRAM JAINI,12-Nov-2025 05:06 PM,Accepted-AOC,Successful bidder,07-May-2026 05:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3225353,HARI SHANKAR AGRAWAL,14-Nov-2025 04:37 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3221528,LOKANATH MAJHI,13-Nov-2025 09:20 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3222595,MONALISA PANIGRAHI,13-Nov-2025 07:34 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3222680,M/S ASHISH KUMAR THATI,13-Nov-2025 08:41 PM,Rejected-Finance,Unsucessful bidder in transparent lottery system,23-Dec-2025 01:25 PM,,,,,,,AOC
