Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Paper Cost,EMD, GSTIN, PAN, Affidavit,Civil and HT License, Joint Venture, Others as per DTCN",INSTALLATION AND ENERGISATION OF SINGPUR-III L.I. PROJECT UNDER M.RAMPUR BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,INSTALLATION AND ENERGISATION OF SINGPUR-III L.I. PROJECT UNDER M.RAMPUR BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,Please refer to Tender Documents ,NA ,"35,16,238",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,M.RAMPUR,766102.0,NA ,NA ,NA ,"O/OThe Executive EngineerL.I.Division,Bhawanipatna",No ,No,01-Jan-2026 11:00 AM,31-Jan-2026 11:00 AM,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,01-Jan-2026 11:00 AM ,22-Jan-2026 05:00 PM ,01-Jan-2026 11:00 AM,30-Jan-2026 05:00 PM,"7,080",0.0,Nil,Nil,No,"Executive Engineer L.I.Division,Bhawanipatna",At - Infront of GOVT ITI Po- Bhawanipatna Dist- Kalahandi,1.0,ICICI BANK,"35,162",Yes,fixed,,Nil,Nil,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,OLIC-BPT-05/2025-26 Dt.24.12.2025,2025_OLIC_123977_31,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,27-Apr-2026 12:48 PM,finsummary_573878.pdf (4211.02 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Bhawanipatna,2025_OLIC_123977_31,OLIC-BPT-05/2025-26 Dt.24.12.2025,INSTALLATION AND ENERGISATION OF SINGPUR-III L.I. PROJECT UNDER M.RAMPUR BLOCK IN KALAHANDI DISTRICT OUT OF RIDF-2025-26,1.0,3372022.0,NITESH KUMAR SINHA,INR,"2,989,154",Finance,Bid Opening summary uploaded as per bidding. The L1 bidder will be accepted after Technical evaluation.,BIPRA SOREN,18-Mar-2026 12:36 PM,finance_573878.pdf,BOQ Comparative Chart,1,3370351,ABHINANDAN PANDA,30-Jan-2026 03:07 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,28-Apr-2026,"INR 2,989,154",90.0,BIPRA SOREN,14-May-2026 01:19 PM,Pkg31.pdf (4421.00 KB),AWARD OF CONTRACT,Executive Engineer,Internal,"Executive Engineer, Assistant Executive Engineer(Estr.), Divisional Accountant , Dy.Executive Engineer(Mech.), Head Clerk, J.E. (Civil)",BIPRA SOREN,26-Mar-2026 12:05 PM,techsummary_573878.pdf (7026.47 KB),AOC
,,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3372816,ASHOK KUMAR PADHAN,30-Jan-2026 12:25 PM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3373279,Bikash Chandra Panigrahi,30-Jan-2026 04:23 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3371667,CHINMAYA MISHRA,30-Jan-2026 08:20 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3372790,DHARMENDRA KUMAR JOSHI,30-Jan-2026 06:25 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3372152,DURGA PRASAD BAG,30-Jan-2026 09:51 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3365304,GITANJALI PADHAN,28-Jan-2026 03:35 PM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3371789,KARAN MISHRA,30-Jan-2026 02:27 AM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3370314,MANISHA AGRAWAL,29-Jan-2026 02:48 PM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3370973,MOHAMMED SALMAN,29-Jan-2026 11:01 PM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,3364678,M/S ADARSH AGENCY (PROP. ADARSH PRATAP SINGH),29-Jan-2026 05:23 PM,Rejected-Finance,L3 not Selected,27-Apr-2026 12:48 PM,,,,,,,,,,,,,,AOC
