Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Puri Municipality,P.M. 05/2025-26,2025_ORULB_122921_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF AND AFFIDAVIT and Others AS PER DTCN",Improvement of Road from Venketswar Club to Sridham Lodge in ward No-24,CIVIL,Please refer Tender documents. ,NA ,"6,95,519",Civil Works - Others,NA ,Tender,120.0,45.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,"6,956",Yes,fixed,,Nil,Nil,16-Dec-2025 03:00 PM,30-Dec-2025 11:00 AM,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,NA ,NA ,16-Dec-2025 03:00 PM,29-Dec-2025 05:00 PM,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,07-May-2026 12:55 PM,finsummary_571144.pdf (9079.00 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,07-May-2026 12:51 PM,techsummary_571144.pdf (9079.00 KB),07-May-2026,"INR 591,260.68",45.0,Jayanta Kumar Maitra,07-May-2026 12:58 PM,ProceedingPMNo05Year25And26.pdf (9079.00 KB),Municipal Bodies||Puri Municipality,2025_ORULB_122921_22,P.M. 05/2025-26,Improvement of Road from Venketswar Club to Sridham Lodge in ward No-24,1.0,3332409.0,Prasanta Samartha,INR,"591,260.68",1,3334593,BIRENDRA KUMAR MOHANTY,28-Dec-2025 08:22 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,Finance,"10 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,02-Jan-2026 04:40 PM,finance_571144.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3329435,DEBASIS PATTANAIK,27-Dec-2025 05:06 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3329105,GOPAL KRUSHNA PRADHAN,28-Dec-2025 06:14 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3328229,KESHAB CHANDRA SETHI,27-Dec-2025 02:14 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3332409,Prasanta Samartha,27-Dec-2025 06:49 PM,Accepted-AOC,WON BY LOTTERY PROCESS,07-May-2026 12:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3329791,RABINDRA KUMAR BISOI,27-Dec-2025 05:54 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3329474,RASHMI RANJAN MISHRA,29-Dec-2025 01:30 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3328358,SABITA SETHI,27-Dec-2025 01:07 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3333885,SANGRAM KUMAR BISWAL,28-Dec-2025 04:18 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3333021,SOUMYA RANJAN DAS,28-Dec-2025 10:12 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,07-May-2026 12:55 PM,,,,,,,AOC
