S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,Special Repair of Out Post at Tikrapada for the year 2025-26,Special Repair of Out Post at Tikrapada for the year 2025-26,Please refer Tender documents. ,NA ,"8,47,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Patnagarh,767025.0,NA ,NA ,NA ,"O/o the Superintending Engineer, R.W.D, Patnagarh",No ,No,"4,000",0.0,Nil,Nil,No,31-Oct-2025 06:00 PM,15-Nov-2025 11:00 AM,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,31-Oct-2025 06:00 PM ,13-Nov-2025 05:00 PM ,31-Oct-2025 06:00 PM,14-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DD, EMD, R.C, PAN, GSTIN, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN","8,470",Yes,fixed,,Nil,Nil,"Executive Engineer, R.W.Division,Patnagarh","O/o the Superintending Engineer, R.W.D, Patnagarh",CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,EEPTNG-online-07/2025-26,2025_CERWI_120441_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,CE RW I||RWCIRCLE-BALANGIR||RW Division Patnagarh,2025_CERWI_120441_5,EEPTNG-online-07/2025-26,Special Repair of Out Post at Tikrapada for the year 2025-26,Executive Engineer,Internal,"Executive Engineer,DAO,Estr",Bebisuta Sahu,20-Jan-2026 12:08 PM,finsummary_560508.pdf (486.56 KB),Finance,20 nos bid opened,Manik Kumbhar,27-Nov-2025 07:34 PM,finance_560508.pdf,BOQ Comparative Chart,1.0,3215053.0,SUSILA SAHU,INR,"720,264",12-May-2026,"INR 720,264",60.0,Manik Kumbhar,12-May-2026 06:15 PM,6275.pdf (740.00 KB),1,3219843,ABHISHEK SARAF,14-Nov-2025 11:05 AM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,Executive Engineer,Internal,"Executive Engineer,DAo,Estr",Bebisuta Sahu,20-Jan-2026 11:59 AM,techsummary_560508.pdf (486.56 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3194039,ARYA INFRASTRCTURE,07-Nov-2025 02:53 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3223247,BHOLANATH MEHER,14-Nov-2025 12:34 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3220514,BIBASWAN NAYAK,13-Nov-2025 12:03 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3210807,DILLIP KUMAR BISWAL,11-Nov-2025 11:57 AM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3222834,DOSALIN MISHRA,13-Nov-2025 09:16 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3216646,GHASIRAM JAINI,12-Nov-2025 05:03 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3225171,HARI SHANKAR AGRAWAL,14-Nov-2025 04:03 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3192613,HRUDANANDA RAJPALIA,07-Nov-2025 11:33 AM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3202354,KUNAL SHARMA,12-Nov-2025 08:15 PM,Rejected-Finance,Unsuccesful bidder in transparent lottery system,20-Jan-2026 12:08 PM,,,,,,,AOC
