Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
13-May-2026,"INR 1,898,230",90.0,PRASANTA KUMAR BEHERA,13-May-2026 04:52 PM,pabitrakumarroutpackageno09.pdf (918.00 KB),WORK ORDER ISSUED,Finance,13 Bidder Participation,BHAGIRATHI MISHRA,02-Feb-2026 02:07 PM,,BOQ Comparative Chart,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 04:49 PM,finsummary_575061.pdf (917.60 KB),1,3367064,AGRAWALLA POWER INFRASTRUCTURE,26-Jan-2026 11:33 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,1.0,3366121.0,PABITRA KUMAR ROUT,INR,"1,898,230","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2026_OLIC_124367_9,Bid Id No. 08/Dt. 07.01.2026,INSTALLATION AND ENERGISATION OF CHANDULI-V TW LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 04:47 PM,techsummary_575061.pdf (917.60 KB),AOC,EE LI CUTTACK,EE LI CUTTACK AND OTHERS,12-Jan-2026 10:00 AM,28-Jan-2026 10:00 AM,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,12-Jan-2026 10:00 AM ,27-Jan-2026 04:00 PM ,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,INSTALLATION AND ENERGISATION OF CHANDULI-V TW LI PROJECT,INSTALLATION AND ENERGISATION OF CHANDULI-V TW LI PROJECT,Please refer Tender documents. ,NA ,"18,98,230",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,365.0,90.0,CUTTACK SADAR BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"18,982",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND OTHER DOCUMENTS AS PER DTCN","7,080",0.0,Nil,Nil,No,1.0,ICICI BANK,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No. 08/Dt. 07.01.2026,2026_OLIC_124367_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,3367636,BICHITRA SINGH,27-Jan-2026 02:43 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3364837,CHANDAN KUMAR SAHOO,24-Jan-2026 04:53 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3366959,DIPTIRANJAN BEHERA,26-Jan-2026 10:28 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3366833,JITENDRA SARANGI,27-Jan-2026 03:36 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3366800,Manoranjan Sahoo,26-Jan-2026 08:44 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3365923,NIRUPAMA BEHERA,26-Jan-2026 12:29 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3366121,PABITRA KUMAR ROUT,26-Jan-2026 02:18 PM,Accepted-AOC,OK,13-May-2026 04:52 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3361896,SAMBIT BISOYI,20-Jan-2026 07:16 PM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3364959,SK SOAEB ALLI,27-Jan-2026 01:10 AM,Rejected-Technical,OK,13-May-2026 04:47 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
