Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,Valid RC Copy Affidavit EMD Tender paper Cost PAN and GST Regi. as per DTCN,"Superintending Engineer RWD-II, GJM, BAM","O/o the Superintending Engineer Rural Works Division-II, Ganjam, Berhampur",1,ICICI BANK,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,Online Tender/31/SERWD-II/2025-26,2026_CERWI_126755_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"9,400",Yes,fixed,,Nil,Nil,02-Mar-2026 10:00 AM,07-Mar-2026 05:00 PM,02-Mar-2026 10:00 AM,07-Mar-2026 04:00 PM,02-Mar-2026 10:00 AM ,07-Mar-2026 02:00 PM ,02-Mar-2026 10:00 AM,07-Mar-2026 04:00 PM,"4,000",0.0,Nil,Nil,No,S/R to RD road Babanapur Road for the year 2025-26,S/R to RD road Babanapur Road for the year 2025-26,Please refer Tender documents. ,NA ,"9,37,381",Civil Works - Roads,NA ,Tender,45.0,30.0,Berhampur,760011.0,NA ,NA ,NA ,"O/o the S.E R.W.D-II, Ganjam, Berhampur",No ,No,AOC,1,3418423,MODA MILIKA,05-Mar-2026 05:33 PM,Accepted-AOC,Successful Bidder in Lottery,21-May-2026 05:24 PM,21-May-2026,"INR 789,743",30.0,Sudipta Senapati,21-May-2026 05:24 PM,3RDrdtoBabanpurWO.pdf (907.00 KB),Work Order,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,21-May-2026 05:19 PM,techsummary_583556.pdf (569.69 KB),CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-GANJAM - II,2026_CERWI_126755_1,Online Tender/31/SERWD-II/2025-26,S/R to RD road Babanapur Road for the year 2025-26,"S.E, R.W.D-II, Ganjam, Berhampur",Internal,"Divisional Accounts Officer, Junior Engineer Estimator",Sudipta Senapati,21-May-2026 05:22 PM,finsummary_583556.pdf (1355.43 KB),Finance,Tender will be finalized after downloaded Bid documents scrutinized,Babina Sahu,07-Mar-2026 08:22 PM,finance_583556.pdf,BOQ Comparative Chart,1.0,3418423.0,MODA MILIKA,INR,"789,743",AOC
,,.xls,Bill of Quantity,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3422373,Simadri Sethi,07-Mar-2026 12:21 PM,Rejected-AOC,Unsuccessful Bidder,21-May-2026 05:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
