Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Finance,cs,Divya Rani Prusty,12-May-2026 09:35 AM,finance_559209.pdf,BOQ Comparative Chart,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,2025_CERWI_120186_23,ONLINE TENDER 03/ RWD-II/2025-26,SR to PWD road to Barkola for the year 2025-26,1.0,3194106.0,ROJALIN SAHOO,INR,"719,730",1,3173789,BIKASH PRADHAN,11-Nov-2025 02:59 PM,Rejected-AOC,R,12-May-2026 09:47 AM,12-May-2026,"INR 719,730",60.0,Divya Rani Prusty,12-May-2026 09:47 AM,AOC23.pdf (417.00 KB),37 P1 25-26 DTD 18.12.26,"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,12-May-2026 09:38 AM,techsummary_559209.pdf (416.54 KB),"S E RWD-II,NAYAGARH",Internal,"DAO, AE ESTR",Divya Rani Prusty,12-May-2026 09:41 AM,finsummary_559209.pdf (416.55 KB),AOC,28-Oct-2025 02:00 PM,12-Nov-2025 11:00 AM,28-Oct-2025 02:00 PM,11-Nov-2025 05:00 PM,28-Oct-2025 02:00 PM ,11-Nov-2025 05:00 PM ,28-Oct-2025 02:00 PM,11-Nov-2025 05:00 PM,"8,470",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"S E RWD-II,NAYAGARH",NEAR DRDA NGRH,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN,PAN,RC as per DTCN","4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-BHUBANESWAR||RW Division Nayagarh-II,ONLINE TENDER 03/ RWD-II/2025-26,2025_CERWI_120186_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,SR to PWD road to Barkola for the year 2025-26,Road works,Please refer Tender documents. ,NA ,"8,47,000",Civil Works - Roads,NA ,Tender,90.0,60.0,NAYAGARH,752069.0,NA ,NA ,NA ,NAYAGARH,No ,No,AOC
,,,,,,,,,,,,,,,2,3212125,DUHKHA BEHERA,11-Nov-2025 12:53 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,3182182,JANAKI NAYAK,04-Nov-2025 07:36 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3182392,MAKABULU KHAN,05-Nov-2025 11:18 AM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3212451,PABITRA KUMAR BEHERA,11-Nov-2025 01:01 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3208743,PRAFULLA KUMAR PRADHAN,10-Nov-2025 06:56 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3194106,ROJALIN SAHOO,07-Nov-2025 03:15 PM,Accepted-AOC,AOC,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3194565,SABITA PRADHAN,10-Nov-2025 03:25 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,9,3185036,SANDEEP KUMAR MAHAPATRA,05-Nov-2025 05:00 PM,Rejected-AOC,R,12-May-2026 09:47 AM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
