S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,PHEO||PH Circle Bhawanipatna||PH Division Balangir,ACEPHBGR 17/2025-26,2026_PHEO_124981_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender paper cost, EMD, PAN, GSTIN, Contractor registration certificate, Experience Certificate, etc","Additional Chief Engineer, P.H. Division, Balangir","Additional Chief Engineer, P.H. Division, Balangir",22-Jan-2026 02:00 PM,10-Feb-2026 11:00 AM,22-Jan-2026 02:00 PM,09-Feb-2026 05:00 PM,22-Jan-2026 02:00 PM ,02-Feb-2026 05:00 PM ,22-Jan-2026 02:00 PM,09-Feb-2026 05:00 PM,11-Feb-2026 12:30 PM,1,Revised EMD and Date,Date,,"10,000",0.0,Nil,Nil,No,"3,60,179",Yes,percentage,1.0%,Nil,Nil,Procurement of DI pipe for the work Laying of distribution pipe lines in different zones in connection with the work Augmentation of water supply system along with ancillary works for Balangir town.,Procurement of DI pipe for the work Laying of distribution pipe lines in different zones in connection with the work Augmentation of water supply system along with ancillary works for Balangir town.,Please refer DTCN ,NA ,"3,60,17,896",Civil Works - Water Works,NA ,Tender,120.0,45.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Additional Chief Engineer, P.H. Division, Balangir",No ,No,AOC,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,11-Feb-2026 11:29 AM,11-Feb-2026 12:30 PM,techsummary_577395.pdf (423.79 KB),1.0,3375200.0,Electrosteel Castings Limited,INR,"26,530,650",PHEO||PH Circle Bhawanipatna||PH Division Balangir,2026_PHEO_124981_1,ACEPHBGR 17/2025-26,Procurement of DI pipe for the work Laying of distribution pipe lines in different zones in connection with the work Augmentation of water supply system along with ancillary works for Balangir town.,Technical,Opening Summary,Indrajit Sahu,10-Feb-2026 11:15 AM,technical_577395.pdf,1.0,3375200.0,Electrosteel Castings Limited,09-Feb-2026 11:45 AM,Accepted-AOC,Awarded as per OPWD code,07-May-2026 10:37 AM,Finance,Financial Bid has opened,Indrajit Sahu,11-Feb-2026 12:36 PM,finance_577395.pdf,BOQ Comparative Chart,07-May-2026,"INR 26,530,650",45.0,Indrajit Sahu,07-May-2026 10:37 AM,wo.pdf (8320.00 KB),L1 bidder has respond,Additional Chief Engineer,Internal,"Additional Chief Engineer, Divisional Accounts Officer, SE Estimator",Indrajit Sahu,07-May-2026 10:32 AM,finsummary_577395.pdf (8320.15 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,2,Clarification of EMD,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,3370905.0,Rungta Mines Limited,09-Feb-2026 03:12 PM,Rejected-AOC,Rejected as per OPWD code,07-May-2026 10:37 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,3,Revised EMD and Date,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
