Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"Power supply to new QDS,Rain Water Harvesting System and illumination provision at different places of Guali Iron Ore Mines in the district of Keonjhar.","Power supply to new QDS,Rain Water Harvesting System and illumination provision at different places of Guali Iron Ore Mines in the district of Keonjhar.","RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requirements. ",NA ,"43,00,000",Electrical Works,NA ,Tender,180.0,120.0,GUALI MINES,758035.0,NA ,NA ,NA ,"OMC Ltd., Bhubaneswar",No ,No,16-Sep-2025 06:00 PM,04-Oct-2025 11:00 AM,16-Sep-2025 06:00 PM,03-Oct-2025 05:00 PM,NA ,NA ,16-Sep-2025 06:00 PM,03-Oct-2025 05:00 PM,29-Oct-2025 04:35 PM,1.0,ICICI BANK,"GM(Electrical), OMC Ltd.","Office of the GM(Elect), OMC Ltd., Bhubaneswar","7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, License issued by ELBO, Affidavits, experience, etc. as per DTCN requireme",Orissa Mining Corporation,NIT No. 04/OMC/ELECT/2025,2025_OMC_118132_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"43,000",No,fixed,,Nil,Nil,AOC,31-Dec-2025,"INR 3,654,892.74",120.0,Satyajit Jena,20-May-2026 01:52 PM,AOC3.pdf (774.00 KB),Finance,FINANCIAL BIDS OF 20 BIDDERS OPENED.,Jyoti Bikash Prusty,29-Oct-2025 05:08 PM,,BOQ Comparative Chart,1.0,3102791.0,JAGANNATH ENTERPRISES,INR,"3,654,892.74",Orissa Mining Corporation,2025_OMC_118132_3,NIT No. 04/OMC/ELECT/2025,"Power supply to new QDS,Rain Water Harvesting System and illumination provision at different places of Guali Iron Ore Mines in the district of Keonjhar.",R K PANDA,Internal,S JENA S PADHI B K PATRA,Satyajit Jena,01-Dec-2025 11:33 AM,finsummary_552810.pdf (348.52 KB),Technical,Technical Bids of all 20 Bidders have been opened.,Shreejit Das,04-Oct-2025 01:34 PM,,R K PANDA,Internal,S JENA S PADHI BANITA PATRA,Satyajit Jena,29-Oct-2025 04:32 PM,29-Oct-2025 04:35 PM,techsummary_552810.pdf (1262.36 KB),1,3100600,AB POWER,25-Sep-2025 07:14 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3107214,AKSHAYA KUMAR DAS,03-Oct-2025 02:01 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3107209,DIVINE ENTERPRISES,03-Oct-2025 02:11 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3102791,JAGANNATH ENTERPRISES,03-Oct-2025 03:32 PM,Accepted-AOC,BEING L-1,20-May-2026 01:52 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3106517,JBS ENTERPRISES,03-Oct-2025 01:03 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3107287,JUPITER ENGINEERS,03-Oct-2025 04:40 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3107798,M/s BASANTI ELECTRICALS AND CONSTRUCTION,03-Oct-2025 04:47 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3107580,M/S GANGA ELECTRIC,03-Oct-2025 04:01 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3107365,M/S LAXMI NRUSINGHA CONSTRUCTION AND POWER,03-Oct-2025 02:49 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3107839,"M/S ORISSA TRADING HOUSE, PROP. RITU MODI",03-Oct-2025 04:59 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3106492,M/S SARALA ENGINEERING WORKS,03-Oct-2025 12:05 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3102339,M/s.TULSHI ENTERPRISES,03-Oct-2025 03:20 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3107210,RAJESH KUMAR SAHU,03-Oct-2025 03:01 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3105701,R.S. ENTERPRISE,03-Oct-2025 03:24 PM,Rejected-Finance,Not Being L-1,01-Dec-2025 11:33 AM,AOC
