Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
"Executive Officer,Gunupur Municipality",Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Santosha Kumar Naik,04-Apr-2026 05:47 PM,techsummary_584739.pdf (1224.92 KB),1,3438419,CHANDRA SEKHAR SAHUKAR,22-Mar-2026 02:35 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,07-May-2026,"INR 4,123,997",120.0,Dandapati Yudhistir,07-May-2026 08:51 PM,wo1.pdf (325.00 KB),the total contract value includes GST,1.0,3438430.0,RAMA KRUSHNA PANIGRAHI,INR,"4,123,997",Finance,OPENED,Santosha Kumar Naik,04-Apr-2026 04:41 PM,finance_584739.pdf,BOQ Comparative Chart,"Executive Officer,Gunupur Municipality",Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Santosha Kumar Naik,10-Apr-2026 09:23 PM,finsummary_584739.pdf (2223.10 KB),Municipal Bodies||Gunupur Municipal Council,2026_ORULB_127146_1,GUN-MUN-79/2025-26,Improvement of River Ghat at Kumbhar Sahi in Ward No. 12,AOC,12-Mar-2026 11:00 AM,23-Mar-2026 11:00 AM,12-Mar-2026 11:00 AM,22-Mar-2026 05:00 PM,NA ,NA ,12-Mar-2026 11:00 AM,22-Mar-2026 05:00 PM,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-79/2025-26,2026_ORULB_127146_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Executive officer Gunupur Municipality,Executive officer Gunupur Municipality,Improvement of River Ghat at Kumbhar Sahi in Ward No. 12,Improvement of River Ghat at Kumbhar Sahi in Ward No. 12,Please refer Tender documents. ,NA ,"41,23,997",Civil Works - Others,NA ,Tender,90.0,120.0,Gunupur Municipality area,765022.0,NA ,NA ,NA ,Gunupur Municipality office,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"41,240",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3431705,Dileep Kumar Choudhury,15-Mar-2026 05:59 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,3,3438046,G DEEPAK KUMAR,21-Mar-2026 06:17 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3438042,JAGANNATH SAHU,21-Mar-2026 06:07 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3438088,MONALISHA PADHY,22-Mar-2026 04:08 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3431145,pradeep kumar patro,15-Mar-2026 08:59 AM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3428987,P.Yogeswer Rao,20-Mar-2026 04:18 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3438430,RAMA KRUSHNA PANIGRAHI,22-Mar-2026 03:23 PM,Accepted-AOC,Successful bidder in transaparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3437443,RANJAN KUMAR SAHU,20-Mar-2026 06:00 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3438128,SANTOSH KUMAR MOHAPATRA,21-Mar-2026 09:52 PM,Rejected-AOC,unsuccessful bidder in transparent lottery process,07-May-2026 08:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
