Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,"17,000",Yes,fixed,,Nil,Nil,Improvement to Canal Service Road of Nisanpur minor under RMC of Ret Irrigation Project (From RD 00m to 1098m),Improvement to Canal Service Road of Nisanpur minor under RMC of Ret Irrigation Project (From RD 00m to 1098m),Please refer Tender documents. ,NA ,"16,93,425",Civil Works - Others,NA ,Tender,90.0,120.0,Nisanpur,766100.0,NA ,NA ,NA ,"Office of the SE, Kalahandi Irrigation Division",No ,No,"Office of the SE, Kalahandi Irrigation Division","Office of the SE, Kalahandi Irrigation Division",13-Oct-2025 11:00 AM,28-Oct-2025 11:00 AM,13-Oct-2025 11:00 AM,27-Oct-2025 05:30 PM,13-Oct-2025 11:00 AM ,18-Oct-2025 05:30 PM ,13-Oct-2025 11:00 AM,27-Oct-2025 05:30 PM,1.0,ICICI BANK,"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",e-KLID-02/2025-26,2025_CEBMT_119383_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD, RC, PAN, Affidavit, GSTIN, NRC , Adhar and any other as per DTCN",AOC,SEKID,Internal,"SEKID,DAO,AEE",ANANTARAM NAIK,17-Dec-2025 08:23 PM,finsummary_555578.pdf (444.70 KB),"CE-BM, Tel Basin,Bhawanipatna||SE Western Irr Circle Bhawanipatna||EE Kalahandi Irr Divn. Bhawanipatna",2025_CEBMT_119383_6,e-KLID-02/2025-26,Improvement to Canal Service Road of Nisanpur minor under RMC of Ret Irrigation Project (From RD 00m to 1098m),1.0,3131994.0,SUNYA MANGARAJ,INR,"1,439,580.27",Finance,documents download successfully,ANANTARAM NAIK,13-Dec-2025 01:16 PM,finance_555578.pdf,BOQ Comparative Chart,24-Dec-2025,"INR 1,439,580.27",120.0,ANANTARAM NAIK,01-May-2026 01:15 PM,06.pdf (689.00 KB),AOC,1,3152266,ABHIMANYU CHHATRIA,25-Oct-2025 07:03 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,SEKID,Internal,"SEKID,AEE,DAO",ANANTARAM NAIK,13-Dec-2025 09:30 PM,techsummary_555578.pdf (1497.25 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3131392,Achutanand Mund,16-Oct-2025 05:15 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3147542,AKASH AGRAWAL,25-Oct-2025 09:14 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3156189,AMIT SETHI,26-Oct-2025 09:39 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3153984,ANITA MAHAKHUDA,26-Oct-2025 12:52 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3139678,Anubhab Mishra,22-Oct-2025 06:05 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3139837,Arati Tripathy,24-Oct-2025 01:58 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3139782,ARIJIT NAYAK,22-Oct-2025 12:32 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3149604,CHATARBHUJ PADHAN,25-Oct-2025 10:53 AM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3142531,CHUDAMANI SAHU,23-Oct-2025 03:49 PM,Rejected-Finance,Through Transparent Lottery Process,17-Dec-2025 08:23 PM,,,,,,,AOC
