Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
11-May-2026,"INR 1,008,405",120.0,Bikrani Kispatta,12-May-2026 08:43 AM,11.pdf (1494.00 KB),Construction of office Building for Jhurmur LAMPS under Sundargarh District.,1,3126255,ALOK KUMAR MOHANTY,13-Oct-2025 04:14 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,1.0,3128304.0,NIRAJ KUMAR MISHRA,INR,"1,008,405",ST and SC Development Deptt||ITDA Panposh,2025_STSCD_118662_11,ITDAPAN-03/2025-26,Construction of office Building for Jhurmur LAMPS under Sundargarh District.,Technical,Technical Evaluation submitted,Bikrani Kispatta,20-Feb-2026 06:27 PM,technical_554071.pdf,"Collector, Sundargarh",Internal,"Collector-cum-Chiarperson, ITDA, Panposh, SE, Rourkela Irrigation Divn., Rourkela, PA, ITDA, Panposh and AEE, ITDA, Panposh",Bikrani Kispatta,11-May-2026 06:32 PM,finsummary_554071.pdf (25368.07 KB),Finance,PROCEEDING SUBMITTED,Bikrani Kispatta,30-Mar-2026 05:31 PM,finance_554071.pdf,BOQ Comparative Chart,"Collector, Sundargarh",Internal,"Collector, SNG, SE, RB Rourkela, PA, ITDA, AEEs all blocks",Bikrani Kispatta,20-Feb-2026 07:05 PM,23-Feb-2026 12:00 PM,techsummary_554071.pdf (16851.03 KB),AOC,PA ITDA PANPOSH,PA ITDA PANPOSH ROURKELA,Construction of office Building for Jhurmur LAMPS under Sundargarh District.,Construction of office Building for Jhurmur LAMPS under Sundargarh District.,Please refer Tender documents. ,NA ,"11,86,213",Civil Works - Others,NA ,Tender,90.0,120.0,ITDA PANPOSH,769012.0,NA ,NA ,NA ,ITDA PANPOSH,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"PAN, GST, LICENSE NO RELATION, EXPERIENCE, AFFIDAVIT, MACHINARY",26-Sep-2025 10:00 AM,17-Oct-2025 11:00 AM,26-Sep-2025 10:00 AM,16-Oct-2025 05:00 PM,NA ,NA ,26-Sep-2025 10:00 AM,16-Oct-2025 05:00 PM,23-Feb-2026 12:00 PM,ST and SC Development Deptt||ITDA Panposh,ITDAPAN-03/2025-26,2025_STSCD_118662_11,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,862",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,2,3131164,AMAN KUMAR BARLA,16-Oct-2025 02:54 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3130329,ANITA SAHOO,15-Oct-2025 10:50 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3129758,ARJUN SINGHI,15-Oct-2025 04:48 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3131108,BABITA DEVI,16-Oct-2025 02:31 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3125904,DEEPAK KUMAR SAHU,13-Oct-2025 02:32 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3129454,GOPAL SAHOO,15-Oct-2025 02:37 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3124124,MUKUL KUMAR AGARWAL,12-Oct-2025 12:47 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3129951,NAKUL RAY,15-Oct-2025 06:54 PM,Rejected-AOC,Rejected,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3128304,NIRAJ KUMAR MISHRA,14-Oct-2025 07:58 PM,Accepted-AOC,Accepted as Lottery winner L1,12-May-2026 08:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
