Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER COST, EMD AND OTHER DOCUMENTS AS PER DTCN",1.0,ICICI BANK,INSTALLATION AND ENERGISATION OF CHANDULI-VI TW LI PROJECT,INSTALLATION AND ENERGISATION OF CHANDULI-VI TW LI PROJECT,Please refer Tender documents. ,NA ,"18,89,416",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,365.0,90.0,CUTTACK SADAR BLOCK,754001.0,NA ,NA ,NA ,EE LI CUTTACK,No ,No,"7,080",0.0,Nil,Nil,No,12-Jan-2026 10:00 AM,28-Jan-2026 10:00 AM,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,12-Jan-2026 10:00 AM ,27-Jan-2026 04:00 PM ,12-Jan-2026 10:00 AM,27-Jan-2026 05:00 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",Bid Id No. 08/Dt. 07.01.2026,2026_OLIC_124367_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"18,894",Yes,fixed,,Nil,Nil,EE LI CUTTACK,EE LI CUTTACK AND OTHERS,AOC,13-May-2026,"INR 1,889,416",90.0,PRASANTA KUMAR BEHERA,13-May-2026 04:25 PM,sukantakumarsahuchandulipackageno10.pdf (917.00 KB),WORK ORDER ISSUED,1,3367067,AGRAWALLA POWER INFRASTRUCTURE,26-Jan-2026 11:36 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 04:19 PM,techsummary_575064.pdf (916.79 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Cuttack",2026_OLIC_124367_10,Bid Id No. 08/Dt. 07.01.2026,INSTALLATION AND ENERGISATION OF CHANDULI-VI TW LI PROJECT,EE LI CUTTACK,Internal,EE LI CUTTACK AND OTHERS,PRASANTA KUMAR BEHERA,13-May-2026 04:22 PM,finsummary_575064.pdf (916.79 KB),Finance,10 Bidder Participation,BHAGIRATHI MISHRA,02-Feb-2026 02:08 PM,,BOQ Comparative Chart,1.0,3364985.0,SUKANTA KUMAR SAHU,INR,"1,889,416",AOC
,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3364841,CHANDAN KUMAR SAHOO,24-Jan-2026 05:05 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3366968,DIPTIRANJAN BEHERA,26-Jan-2026 10:30 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3366813,JITENDRA SARANGI,27-Jan-2026 02:33 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3365939,NIRUPAMA BEHERA,26-Jan-2026 12:34 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3366138,PABITRA KUMAR ROUT,26-Jan-2026 02:13 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3365045,SK SOAEB ALLI,27-Jan-2026 01:11 AM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3365963,SUJATA MALLICK,26-Jan-2026 08:44 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3364985,SUKANTA KUMAR SAHU,25-Jan-2026 06:27 PM,Accepted-AOC,OK,13-May-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3366035,TUSAR RANJAN PARIDA,26-Jan-2026 01:08 PM,Rejected-Technical,OK,13-May-2026 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
