Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
04-May-2026,"INR 303,076.05",30.0,Pramod Kumar Padhi,04-May-2026 05:52 PM,41proceeding.pdf (323.00 KB),1,3416413,Anubhab Mishra,02-Mar-2026 06:59 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,1.0,3419557.0,M/s BHARAT BHUSHAN GAHIR,INR,"303,076.05",Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_13,BPM/07/2025-26,Improvement of Drain with installation of Cover Slab Hanuman Mandir Gali in Ward No-06,Finance,Accepted,Pramod Kumar Padhi,02-May-2026 04:19 PM,,BOQ Comparative Chart,CP,Internal,,Pramod Kumar Padhi,04-May-2026 05:36 PM,finsummary_581857.pdf (323.27 KB),CP,Internal,,Pramod Kumar Padhi,03-May-2026 02:36 PM,techsummary_581857.pdf (323.27 KB),AOC,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,"2,000",0.0,Nil,Nil,No,"3,100",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",1.0,Extension of date,Date,,1.0,ICICI BANK,Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of Drain with installation of Cover Slab Hanuman Mandir Gali in Ward No-06,Improvement of Drain with installation of Cover Slab Hanuman Mandir Gali in Ward No-06,Please refer Tender documents. ,NA ,"3,03,390",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,AOC
,,,,,,2,3423186,BIBHUTI BHUSAN PANDA,09-Mar-2026 10:27 AM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3418688,BIKASH KUMAR SAHANI,04-Mar-2026 10:53 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3419507,DEEPAK KUMAR SAHANI,05-Mar-2026 02:26 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3424325,HARI SHANKAR PATNAIK,09-Mar-2026 04:33 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3414968,JANAKI PUJHARI,09-Mar-2026 11:26 AM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3416272,KIRAN KUMAR SAHU,02-Mar-2026 06:29 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3419557,M/s BHARAT BHUSHAN GAHIR,06-Mar-2026 10:38 AM,Accepted-AOC,Awarded,04-May-2026 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3415257,NILAKANTHA SAHU,03-Mar-2026 04:34 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3419185,PRATIK BHANSALI,05-Mar-2026 12:45 PM,Rejected-Finance,L3,04-May-2026 05:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
