Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Patnagarh NAC","Patnagarh NAC, Balangir , Odisha . 767025","6,000",0.0,Nil,Nil,No,Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,Please refer Tender documents. ,NA ,"15,78,431",Civil Works - Others,Drain ,Tender,180.0,90.0,"Patnagarh,NAC",767025.0,NA ,NA ,NA ,"O/O - Executive Officer, Patnagarh NAC",No ,No,Municipal Bodies||Patnagarh NAC,NACPTG/03(01-10)/2025-26,2026_ORULB_126867_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Mar-2026 05:00 PM,17-Mar-2026 11:00 AM,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,NA ,NA ,05-Mar-2026 05:00 PM,16-Mar-2026 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,"15,784",Yes,percentage,1.0%,Nil,Nil,AOC,14-May-2026,"INR 1,576,853",90.0,Narayan Dandsena,14-May-2026 10:48 AM,WO6.pdf (523.00 KB),Sri Rakesh Kumar Sahu selected as L1 in Lottery Process to Execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,1,3433150,ASHISH KUMAR PATRA,16-Mar-2026 03:03 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,14-May-2026 10:35 AM,techsummary_583901.pdf (965.79 KB),"Narayan Dandasena, Executive Officer",Internal,"Executive Officer, Municipal Engineer, Junior Engineer",Narayan Dandsena,14-May-2026 10:40 AM,finsummary_583901.pdf (965.79 KB),Municipal Bodies||Patnagarh NAC,2026_ORULB_126867_6,NACPTG/03(01-10)/2025-26,Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,1.0,3432748.0,RAKESH KUMAR SAHOO,INR,"1,576,853",Finance,10 Nos. of Bidder Participated in the above work,Narayan Dandsena,14-May-2026 10:28 AM,finance_583901.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BID BOQ,,,,,,,AOC,,,,,,,,2,3433232,BIRENDRA SETH,16-Mar-2026 03:16 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3431528,DHIRENDRA KUMAR SETH,15-Mar-2026 03:13 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3431222,DOSALIN MISHRA,14-Mar-2026 09:31 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3433528,JAGAMOHAN MEHER,16-Mar-2026 04:46 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3427596,PRABINA PANIGRAHI,14-Mar-2026 09:42 AM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3433050,RAJESH RANJAN PATRA,16-Mar-2026 02:23 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3431026,RAJ KUMAR KUDEI,14-Mar-2026 06:14 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3432748,RAKESH KUMAR SAHOO,16-Mar-2026 01:58 PM,Accepted-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3430586,sanjeet kumar samal,16-Mar-2026 03:24 PM,Rejected-AOC,Sri Rakesh Kumar Sahu selected in Lottery Process to execute the work Repair and Covering of Drain from Aahar Kendra to Petrol Pump at Dhumabhata Road in ward No.09 under N.A.C. Patnagarh,14-May-2026 10:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
