Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,13-Sep-2025 01:25 PM,17-Sep-2025 11:00 AM,techsummary_542735.pdf (2021.36 KB),Finance,05 Nos of bidders admitted,Akshaya Kumar Naik,20-May-2026 11:23 AM,,BOQ Comparative Chart,20-May-2026,"INR 114,404,908",455.0,Akshaya Kumar Naik,20-May-2026 01:21 PM,Andalaa.pdf (1244.00 KB),1,2980588,JEETESH RANJAN BEHERA,26-Jun-2025 12:34 PM,Rejected-Technical,1.Insufficient similar nature of work than requirement as per conditions of DTCN Clause No-2.1(5) of ITB. 2.Insufficient machineries of DTCN clause No-2.1(8) of ITB.,13-Sep-2025 01:25 PM,1.0,2980480.0,SUMAN KUMAR SAHU,INR,"114,404,908",Technical,07 Nos of Bidder Participated,Akshaya Kumar Naik,13-Sep-2025 01:19 PM,technical_542735.pdf,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_114325_2,Road Online N.C.B. No-376,Improvement to L036- Andala to Naikali Road in the District of Mayurbhanj under MMSY-Improvement to Existing RD Road for the year 2024-25.,"CCE RW Circle, Baripada",Internal,,Akshaya Kumar Naik,20-May-2026 11:30 AM,finsummary_542735.pdf (333.75 KB),AOC,CE RW I||RWCIRCLE-BARIPADA,Road Online N.C.B. No-376,2025_CERWI_114325_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to L036- Andala to Naikali Road in the District of Mayurbhanj under MMSY-Improvement to Existing RD Road for the year 2024-25.,Improvement to L036- Andala to Naikali Road in the District of Mayurbhanj under MMSY-Improvement to Existing RD Road for the year 2024-25.,Please refer Tender documents. ,NA ,"11,21,84,000",Civil Works - Roads,NA ,Tender,90.0,455.0,"SERW Division, Karanjia",757037.0,NA ,NA ,NA ,CCE RWC Baripada,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN","10,000",0.0,Nil,Nil,No,10-Jun-2025 02:00 PM,30-Jun-2025 11:00 AM,10-Jun-2025 02:00 PM,26-Jun-2025 05:00 PM,10-Jun-2025 02:00 PM ,25-Jun-2025 05:00 PM ,10-Jun-2025 02:00 PM,26-Jun-2025 05:00 PM,17-Sep-2025 11:00 AM,"11,21,840",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,CCE RWC Baripada,CCE RWC Baripada,AOC
,,,,,,,,,,,,,,,,,,,2,2979720,M/S BIG BUILD INFRASTRUCTURE & CO,26-Jun-2025 02:18 PM,Rejected-AOC,L4,20-May-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,3,2977938,M/S SAHU CONSTRUCTION,26-Jun-2025 02:16 PM,Rejected-AOC,L2,20-May-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2975843,M/S SANTOSH KUMAR KHANDELWAL,26-Jun-2025 01:52 PM,Rejected-AOC,L3,20-May-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2980766,SIBU KANUNGO,26-Jun-2025 03:22 PM,Rejected-Technical,Insufficient similar nature of work than requirement as per conditions of DTCN Clause No-2.1(5) of ITB.,13-Sep-2025 01:25 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2980326,Sri Sanjay Kumar Agrawalla,26-Jun-2025 04:57 PM,Rejected-AOC,L5,20-May-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2980480,SUMAN KUMAR SAHU,26-Jun-2025 11:11 AM,Accepted-AOC,L1,20-May-2026 01:21 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
