Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,15-May-2026 12:35 PM,techsummary_574796.pdf (947.72 KB),1,3355492,ALLAPA BISWESWARA RAO,15-Jan-2026 01:22 PM,Rejected-Finance,Second Lowest,15-May-2026 01:00 PM,15-May-2026,"INR 1,106,957",30.0,Durga Madhaba Padhi,15-May-2026 01:09 PM,WO_G_P.pdf (592.00 KB),"Work is awarded to Sri Durjadhana Majhi through transparent lottery system,Bid work order no-1549 dated-10.03.2026 of R and B Division-II,Rayagada",Finance,Tender Opened,Durga Madhaba Padhi,15-May-2026 12:30 PM,finance_574796.pdf,BOQ Comparative Chart,1.0,3355782.0,DURJADHANA MAJHI,INR,"1,106,957",EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2026_EICCL_124281_4,RC(RANDB) RGD NO. II/ 15 /2025-26,S/R to Gunupur-Padmapur road from 7/147 to 7/200 Km near podsing village such as PCC toe wall and paver block shoulders during 2025-26,SE No-II Rayagada,Internal,"SE,DAO,Estimator",Durga Madhaba Padhi,15-May-2026 01:00 PM,finsummary_574796.pdf (947.72 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender paper,GST,RC,Pan,LC,Affidavit and other document as per DTCN",S/R to Gunupur-Padmapur road from 7/147 to 7/200 Km near podsing village such as PCC toe wall and paver block shoulders during 2025-26,Road Work,Please refer tender document ,NA ,"13,02,150",Civil Works - Roads,NA ,Tender,90.0,30.0,Rayagada,765017.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,08-Jan-2026 11:00 AM,16-Jan-2026 11:00 AM,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,NA ,NA ,08-Jan-2026 11:00 AM,15-Jan-2026 05:00 PM,"13,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 15 /2025-26,2026_EICCL_124281_4,Yes,Open Limited,Percentage,Works,1.0,No,No,Online,No,No,No,SE R and B Division No-II,Office of SE R and B Division No-II,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,2,3352040,Anil Kumar Bishoyi,12-Jan-2026 05:55 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3355179,CHANDAN CONSTRUCTION,15-Jan-2026 12:12 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3355782,DURJADHANA MAJHI,15-Jan-2026 02:49 PM,Accepted-AOC,First Lowest and qualified through transparent lottery system,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3354044,HARIKRUSHNA PANIGRAHY,15-Jan-2026 04:53 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3354621,NIRUPAMA GOUDA,14-Jan-2026 11:02 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3353144,PRABHAT KUMAR NAYAK,13-Jan-2026 06:27 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3353988,PRASANT KUMAR MISHRA,14-Jan-2026 05:02 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3354503,PRIYANKA PANDA,15-Jan-2026 12:31 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3355896,RADHA KRUSHNA SAHU,15-Jan-2026 03:22 PM,Rejected-AOC,First Lowest,15-May-2026 01:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
