Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
03-Dec-2025 01:00 PM,16-Dec-2025 11:30 AM,03-Dec-2025 01:00 PM,15-Dec-2025 05:00 PM,03-Dec-2025 01:00 PM ,15-Dec-2025 02:00 PM ,03-Dec-2025 01:00 PM,15-Dec-2025 05:00 PM,17-Feb-2026 05:30 PM,CE RW I||RWCIRCLE-CUTTACK,Tender Online RWC-26-25,2025_CERWI_122443_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,date corrigendum,Date,,1.0,ICICI BANK,C.C.E.R.W. Circle Cuttack,C.C.E.R.W. Circle Cuttack,"4,99,319",Yes,percentage,1.0%,Nil,Nil,Construction of putting (Kharipadia) to Sanara via Ainipur village under Tirol block under MMSY-TRIP in the District of Jagatsinghpur for the year 2025-26.,Construction of putting (Kharipadia) to Sanara via Ainipur village under Tirol block under MMSY-TRIP in the District of Jagatsinghpur for the year 2025-26.,Please refer Tender documents. ,NA ,"4,99,31,855",Civil Works - Roads,NA ,Tender,90.0,270.0,Jagatsinghpur,754102.0,NA ,NA ,NA ,C.C.E.R.W. Circle Cuttack,No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, RC, PAN, Registration Certificate, Labor License, No Relationship",AOC,1,3303092,AMBIKA PRASAD SINGH,15-Dec-2025 03:43 PM,Rejected-Technical,Disqualified as per clause no.14 (d) (ii) of eligibility criteria,13-Feb-2026 04:16 PM,13-May-2026,"INR 49,931,855",270.0,Ajay Kumar Behera,13-May-2026 04:53 PM,agmt.pdf (526.00 KB),Agmt drawn,C.C.E.R.W.Circle Cuttack,Internal,SE RW Division Cuttack DAO RW Division Cuttack PA to CCE,Usharani Behera,13-Feb-2026 04:16 PM,17-Feb-2026 05:30 PM,techsummary_568838.pdf (419.05 KB),Finance,Total 15 nos document downloaded,Ajay Kumar Behera,17-Feb-2026 06:08 PM,,BOQ Comparative Chart,Technical,Total 17 nos document downloaded,Usharani Behera,18-Dec-2025 02:14 PM,,CE RW I||RWCIRCLE-CUTTACK,2025_CERWI_122443_1,Tender Online RWC-26-25,Construction of putting (Kharipadia) to Sanara via Ainipur village under Tirol block under MMSY-TRIP in the District of Jagatsinghpur for the year 2025-26.,C.C.E.R.W.Circle Cuttack,Internal,EE RW Division Jagatsinghpur DAO RW Division Jagatsinghpur PA to CCE,Ajay Kumar Behera,13-May-2026 04:50 PM,finsummary_568838.pdf (407.62 KB),1.0,3284045.0,DEBASIS PATI,INR,"49,931,855",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of Correctness Certificate undertaking duly filled, all affidavits",AOC,2,3284045,DEBASIS PATI,06-Dec-2025 01:17 PM,Accepted-AOC,Agmt drawn,13-May-2026 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"A.T.O from CA, Similar Nature of Work Experience Certificate, Work in Hand checklist machineries as",AOC,3,3302855,HRUSHIKESH SWAIN,15-Dec-2025 11:57 AM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,4,3304029,MANOJ KUMAR SAHOO,15-Dec-2025 04:41 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3286486,MANO RANJAN PANI,07-Dec-2025 06:06 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3284729,MITALI MAHAPATRA,08-Dec-2025 03:28 PM,Rejected-Technical,Disqualified as per clause no.14 (d) (iii) of eligibility criteria,13-Feb-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3288763,M/S. BAHUBALENDRA MALLICK,08-Dec-2025 02:41 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3302743,M/S. DEBI PRASAD TRIPATHY,15-Dec-2025 04:43 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3300488,Nitish Biswal,13-Dec-2025 11:36 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3283817,PABITRA MOHAN NAYAK,06-Dec-2025 01:09 PM,Rejected-Finance,Unsucessful bidder,13-May-2026 04:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
