EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"18,640",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,Tender Online Divn.NPR-04/2025-26,2025_CERWI_120109_24,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"SUPERINTENDING ENGINEER, R.W DIVISION, NIM","O/O THE SUPERINTENDING ENGINEER, R.W DIVISION, NIM",27-Oct-2025 11:00 AM,07-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,06-Nov-2025 01:00 PM ,27-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,Periodical Maintenance of P.K road to Sarada road for the year 2025-26,Road Works,Please refer Tender documents. ,NA ,"18,64,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Nimapara,752106.0,NA ,NA ,NA ,"O/O THE SUPERINTENDING ENGINEER, R.W DIVISION, NIM",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"PAPER COST, EMD, PAN, GSTIN, RC, AFFIDAVIT AND OTHER DOCUMENTS AS PER DTCN",AOC,"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Mausumi Mishra,25-Jan-2026 04:29 PM,techsummary_558497.pdf (512.46 KB),"S.E RW Division, Nimapara",Internal,"DAO, Estimator, AEE, RW, Sub-Division, Nimapara/ Konark",Rasmita Sahoo,27-Jan-2026 08:59 PM,finsummary_558497.pdf (512.81 KB),Finance,OPENED,Rasmita Sahoo,09-Nov-2025 02:31 PM,,BOQ Comparative Chart,1.0,3186695.0,BATA KRUSHNA PATRA,INR,"1,584,699.24",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-NIMAPADA,2025_CERWI_120109_24,Tender Online Divn.NPR-04/2025-26,Periodical Maintenance of P.K road to Sarada road for the year 2025-26,1,3186695,BATA KRUSHNA PATRA,05-Nov-2025 10:05 PM,Accepted-AOC,Work has been awarded,02-May-2026 07:32 PM,27-Jan-2026,"INR 1,584,699.24",90.0,Mausumi Mishra,02-May-2026 07:31 PM,Sarada.pdf (732.00 KB),AOC
,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3176462,DEBENDRANATH MAHARI,04-Nov-2025 09:16 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3187898,DEEPAK KUMAR MOHANTY,06-Nov-2025 11:47 AM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3184306,JYOTSHNARANI GURU,05-Nov-2025 01:49 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3189075,KRUSHNA CHANDRA SWAIN,06-Nov-2025 02:12 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3170921,MAA MANGALA CONSTRUCTION,04-Nov-2025 08:58 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3183784,NIRANJAN SWAIN,06-Nov-2025 12:01 AM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3187419,PANKAJINI BISWAL,06-Nov-2025 02:49 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3188156,PRADIPTA KUMAR ACHARYA,06-Nov-2025 12:28 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3176056,PRATIMA PRADHAN,06-Nov-2025 03:46 PM,Rejected-Finance,Not Selected in lottery system,27-Jan-2026 08:59 PM,,,,,,,AOC
