Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,opened,Santosha Kumar Naik,25-Nov-2025 07:55 PM,finance_557386.pdf,BOQ Comparative Chart,1.0,3176590.0,GUNTAMUKALA GOWRI SANKAR RAO,INR,"2,627,068",Municipal Bodies||Gunupur Municipal Council,2025_ORULB_119908_7,GUN-MUN-77/2025-26,Improvement of Road and Drain from Gula Sahi Chowk to Fuse Call Centre in Ward No. 07,Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 09:20 PM,finsummary_557386.pdf (2814.63 KB),Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 06:09 PM,techsummary_557386.pdf (1178.67 KB),07-May-2026,"INR 2,627,068",120.0,Dandapati Yudhistir,07-May-2026 08:15 PM,7wk.pdf (348.00 KB),The total contract value includes GST,1,3179733,Abani Ranjan Panigrahi,04-Nov-2025 01:28 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:20 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT DTCN,Executive officer Gunupur Municipality,Executive officer Gunupur Municipality,Improvement of Road and Drain from Gula Sahi Chowk to Fuse Call Centre in Ward No. 07,Improvement of Road and Drain from Gula Sahi Chowk to Fuse Call Centre in Ward No. 07,Please refer Tender documents. ,NA ,"26,18,904",Civil Works - Others,NA ,Tender,90.0,120.0,Gunupur Municipality,765022.0,NA ,NA ,NA ,Municipality office Gunpur,No ,No,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-77/2025-26,2025_ORULB_119908_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,23-Oct-2025 11:00 AM,07-Nov-2025 11:00 AM,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,"26,189",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3179686,CHANDRA SEKHAR SAHUKAR,04-Nov-2025 11:00 AM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:20 PM,AOC,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3176590,GUNTAMUKALA GOWRI SANKAR RAO,03-Nov-2025 05:37 PM,Accepted-AOC,Successful bidder in the transparent lottery process,07-May-2026 08:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3188376,KRUSHNA CHANDRA PRUSTY,06-Nov-2025 04:13 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid GST (GST suspended from 01.04.2025),25-Nov-2025 07:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3180404,TIRUPATI PRASAD PANIGRAHI,04-Nov-2025 05:13 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:20 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
