Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"Er Bhagirathi Patra, SE",Internal,"Er Narendra Naik, JE (Estr.), Er Pradiptra Ku Mohapatra, AE, Er. Karu Charan Marndi, AEE",Abhilash Prasad Behera,26-Nov-2025 11:25 AM,techsummary_555189.pdf (426.41 KB),19-Dec-2025,"INR 3,565,373",90.0,Abhilash Prasad Behera,15-May-2026 06:48 PM,Document47.pdf (517.00 KB),1,3144781,ADARSHA PATTANAYAK,23-Oct-2025 11:04 AM,Rejected-Finance,r,26-Nov-2025 03:48 PM,Finance,U,Abhilash Prasad Behera,26-Nov-2025 11:05 AM,finance_555189.pdf,BOQ Comparative Chart,1.0,3144047.0,SUSANT SAMIR ROUT,INR,"3,565,373",CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada,2025_ACES_119091_11,SE-BCD-02/2025-26,Construction of Children Park and fixing of paver block from exit gate to security room at Salandi Dam Hadagarh for the year 2025-26,"Er Bhagirathi Patra, SE",Internal,"Er Narendra Naik, JE (Estr.), Er Pradiptra Ku Mohapatra, AE, Er. Karu Charan Marndi, AEE",Abhilash Prasad Behera,26-Nov-2025 03:48 PM,finsummary_555189.pdf (426.37 KB),AOC,10-Oct-2025 09:00 AM,24-Oct-2025 11:00 AM,10-Oct-2025 09:00 AM,23-Oct-2025 05:00 PM,NA ,NA ,10-Oct-2025 09:00 AM,23-Oct-2025 05:00 PM,Construction of Children Park and fixing of paver block from exit gate to security room at Salandi Dam Hadagarh for the year 2025-26,Construction of Children Park and fixing of paver block from exit gate to security room at Salandi Dam Hadagarh for the year 2025-26,Please refer Tender documents. ,NA ,"41,94,063",Civil Works - Canal,NA ,Tender,90.0,90.0,Bidyadharpur,758025.0,NA ,NA ,NA ,"SE, Bidyadharpur Canal Division, Bidyadharpur",No ,No,"SE, Bidyadharpur Canal Division, Bidyadharpur","SE, Bidyadharpur Canal Division, Bidyadharpur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, Affidavit, PAN, GSTIN, No Relationship, RC etc","6,000",Nil,Nil,No,CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada,SE-BCD-02/2025-26,2025_ACES_119091_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"42,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,2,3130004,Ajaya Kumar Ghadei,15-Oct-2025 08:29 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,3,3146191,AKASH KUMAR JENA,23-Oct-2025 04:36 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3135542,Akshaya Kumar swain,19-Oct-2025 12:36 PM,Rejected-Finance,rr,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3133076,Anant Hasada,17-Oct-2025 06:16 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3130318,ANJAN KUMAR SAHOO,15-Oct-2025 10:39 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3145620,ANUBHAV PANIGRAHI,23-Oct-2025 03:11 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3142345,ASHIS KUMAR ROUT,22-Oct-2025 12:37 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3140435,ASIRBAD ASHIS KUMAR JENA,22-Oct-2025 03:47 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3133432,ASWANI BEHERA,17-Oct-2025 09:11 PM,Rejected-Finance,r,26-Nov-2025 03:48 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
