Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_30,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Extension of date,Date,,"2,000",0.0,Nil,Nil,No,Improvement of Road and Drain with laying of Cover Slab From Registration Office Gali in Ward No-15,Improvement of Road and Drain with laying of Cover Slab From Registration Office Gali in Ward No-15,Please refer Tender documents. ,NA ,"2,25,546",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","2,300",Yes,fixed,,Nil,Nil,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,AOC,Chairperson,Internal,,Pramod Kumar Padhi,15-May-2026 06:22 AM,techsummary_581899.pdf (323.27 KB),CP,Internal,,Pramod Kumar Padhi,15-May-2026 12:38 PM,finsummary_581899.pdf (323.27 KB),Finance,ok,Pramod Kumar Padhi,15-May-2026 05:36 AM,,BOQ Comparative Chart,Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_30,BPM/07/2025-26,Improvement of Road and Drain with laying of Cover Slab From Registration Office Gali in Ward No-15,1.0,3419933.0,SUJIT KUMAR SAHU,INR,"225,335.81",1,3419682,AKSHAY KUMAR MAHAPATRA,05-Mar-2026 02:26 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,15-May-2026,"INR 225,335.81",30.0,Pramod Kumar Padhi,15-May-2026 12:41 PM,41proceeding.pdf (323.00 KB),AOC
,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3423062,BHABAGRAHI MAHARANA,08-Mar-2026 12:27 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3419528,BIBHUTI BHUSAN PANDA,05-Mar-2026 03:04 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3415169,BUKHARI FAKIR KHAN,03-Mar-2026 12:46 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3423402,Debabrata Mohanty,08-Mar-2026 08:14 PM,Rejected-AOC,L2,15-May-2026 12:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3418993,JAGA SWAIN,05-Mar-2026 08:34 AM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3419575,M/s BHARAT BHUSHAN GAHIR,06-Mar-2026 10:43 AM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3418783,RABINDRANATH DAKUA,05-Mar-2026 07:46 AM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3419369,SAROJ KANTA NAIK,05-Mar-2026 07:56 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3418979,SUDAM PRADHAN,05-Mar-2026 08:07 AM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3419933,SUJIT KUMAR SAHU,07-Mar-2026 09:31 AM,Accepted-AOC,awarded,15-May-2026 12:41 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3421688,SUPRIYA DASH,08-Mar-2026 07:48 PM,Rejected-Finance,L3,15-May-2026 12:38 PM,,,,,,,AOC
