S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
1,3443437,BIBHUTI PRASAD RANA,30-Mar-2026 12:08 PM,Accepted-AOC,Awarded as L1 bidder,11-May-2026 08:47 AM,Municipal Bodies||Belpahar Municipal Council,2026_ORULB_127308_11,EO/BPHM/07/25-26,Construction of BT Road From Gumadera Mausimaa Mandir to Rly Fatak in W.No.9,1.0,3443437.0,BIBHUTI PRASAD RANA,INR,"1,423,839",11-May-2026,"INR 1,423,839",120.0,Nilakantha Kisan,11-May-2026 08:47 AM,11.pdf (238.00 KB),Finance,ok,Nilakantha Kisan,08-Apr-2026 11:45 AM,finance_585361.pdf,BOQ Comparative Chart,Nimai Charan Panda,Internal,,Nilakantha Kisan,11-May-2026 08:44 AM,finsummary_585361.pdf (258.63 KB),Nimai Charan Panda,Internal,,Nilakantha Kisan,08-Apr-2026 12:27 PM,techsummary_585361.pdf (258.63 KB),AOC,"6,000",0.0,Nil,Nil,No,"15,000",Yes,fixed,,Nil,Nil,Construction of BT Road From Gumadera Mausimaa Mandir to Rly Fatak in W.No.9,Construction of BT Road From Gumadera Mausimaa Mandir to Rly Fatak in W.No.9,Please refer Tender documents. ,NA ,"15,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,Municipal Bodies||Belpahar Municipal Council,EO/BPHM/07/25-26,2026_ORULB_127308_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,1.0,ICICI BANK,18-Mar-2026 10:00 AM,31-Mar-2026 11:00 AM,18-Mar-2026 10:00 AM,30-Mar-2026 05:00 PM,NA ,NA ,18-Mar-2026 10:00 AM,30-Mar-2026 05:00 PM,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,AOC
2,3442859,M/S SASWAT ENTERPRISES,29-Mar-2026 06:27 PM,Rejected-AOC,Rejected as L2 bidder,11-May-2026 08:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,2.0,ICICI NEFT/RTGS,,,,,,,,,,,AOC
3,3441523,SANTWANA ENTERPRISE,27-Mar-2026 02:21 AM,Rejected-AOC,Rejected as L2 bidder,11-May-2026 08:47 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,AOC
