S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,3184340.0,SWAPNA BISWAL,INR,"38,263,706.22",Technical,7 Nos. of Bidders,Ashoka Kumar Sahoo,11-Nov-2025 07:20 PM,,CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_120068_1,RWCCESNG-16 of 2025-26,Improvement to road from NH 23 To Sansunaparba under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,A.K Sahoo,Internal,,Binata Kishan,31-Jan-2026 03:53 PM,finsummary_558304.pdf (24.56 KB),Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,18-Dec-2025 03:51 PM,23-Dec-2025 11:00 AM,techsummary_558304.pdf (437.80 KB),Finance,Seven nos of bidder only.,Binata Kishan,24-Dec-2025 07:08 PM,,BOQ Comparative Chart,1,3205454,AJAY TIWARI,10-Nov-2025 12:55 PM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,02-May-2026,"INR 38,263,706.22",270.0,Smita Patel,02-May-2026 01:54 PM,2896.pdf (425.00 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, GSTIN, PAN, Tender Paper Cost, EMD etc as per DTCN",CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-16 of 2025-26,2025_CERWI_120068_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Other corrigendum,Other,,"4,50,108",Yes,percentage,1.0%,Nil,Nil,Improvement to road from NH 23 To Sansunaparba under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Improvement to road from NH 23 To Sansunaparba under MMSY-Improvement to existing RD roads in the Dist of Sundargarh for the year 2025-26.,Please refer Tender documents. ,NA ,"4,50,10,830",Civil Works - Roads,NA ,Tender,90.0,270.0,Rourkela,769004.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh",27-Oct-2025 11:00 AM,11-Nov-2025 11:00 AM,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,27-Oct-2025 11:00 AM ,07-Nov-2025 05:00 PM ,27-Oct-2025 11:00 AM,10-Nov-2025 05:00 PM,23-Dec-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3203103,AKSHAYA KUMAR MOHAPATRA,10-Nov-2025 01:45 PM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,,,,,,,AOC,,,.pdf,"Work in Hand, Work Experience, Turn Over, Machineries, Other Documents as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3183407,BIJAY KUMAR AGRAWAL,05-Nov-2025 11:27 AM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,,,,,,,AOC,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3206178,PRASAD KUMAR SAHOO,10-Nov-2025 12:30 PM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3205714,PRITISH MISHRA,10-Nov-2025 11:58 AM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3187213,RAJESH KUMAR AGARWAL,09-Nov-2025 04:31 PM,Rejected-Finance,unsuccessful,31-Jan-2026 03:53 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3184340,SWAPNA BISWAL,10-Nov-2025 01:28 PM,Accepted-AOC,Successful bidder by lottery,02-May-2026 01:54 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
