S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3104408.0,ABHILIPSA SAHOO,INR,"10,072,281.13",Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,20-May-2026 02:17 PM,finsummary_552942.pdf (407.17 KB),CE RW I||RW-CIRCLE-SUNDARGARH,2025_CERWI_118174_3,RWCCESNG-13 of 2025-26,Construction of New Day Care PHC building as per IPHS at Kanaktora in Lakhanpur block under XV-FC for the year 2024-25.,Technical,Total nine nos of bidder only.,Binata Kishan,10-Oct-2025 05:24 PM,,Finance,Financial,Ashoka Kumar Sahoo,13-Nov-2025 11:47 AM,finance_552942.pdf,BOQ Comparative Chart,Ashoka Kumar Sahoo,Internal,Ashoka Kumar Sahoo,Ashoka Kumar Sahoo,04-Nov-2025 05:54 PM,12-Nov-2025 11:00 AM,techsummary_552942.pdf (423.92 KB),1,3104408,ABHILIPSA SAHOO,01-Oct-2025 01:47 PM,Accepted-AOC,Winner by Lottery,20-May-2026 02:22 PM,20-May-2026,"INR 10,072,281.13",365.0,Ashoka Kumar Sahoo,20-May-2026 02:22 PM,5012.pdf (893.00 KB),AOC,CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-13 of 2025-26,2025_CERWI_118174_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,18-Sep-2025 06:00 PM,06-Oct-2025 11:00 AM,18-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,18-Sep-2025 06:00 PM ,03-Oct-2025 05:00 PM ,18-Sep-2025 06:00 PM,04-Oct-2025 05:00 PM,12-Nov-2025 11:00 AM,Construction of New Day Care PHC building as per IPHS at Kanaktora in Lakhanpur block under XV-FC for the year 2024-25.,Construction of New Day Care PHC building as per IPHS at Kanaktora in Lakhanpur block under XV-FC for the year 2024-25.,Please refer Tender documents. ,NA ,"1,18,48,349",Civil Works - Buildings,NA ,Tender,90.0,365.0,Jharsuguda,768204.0,NA ,NA ,NA ,"O/O The CCE RW Circle, Sundargarh",No ,No,"CCE RW Circle, Sundargarh","O/O The CCE RW Circle, Sundargarh.",1.0,ICICI BANK,"1,18,483",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Registration Certificate, PAN, GSTIN, Tender Paper Cost, EMD etc as per DTCN","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3109163,GURDIT DANG,04-Oct-2025 03:29 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Work in Hand, Work Experience, Turn Over, Machinery, Other Documents etc as per DTCN.",,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3103429,LALIT KUMAR BANJARA,30-Sep-2025 01:04 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3104079,MAZIV INFRA PRIVATE LIMITED,01-Oct-2025 08:44 AM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3108807,NITIN AGRAWAL,04-Oct-2025 12:01 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3104159,PAWAN KUMAR AGRAWAL,01-Oct-2025 07:06 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3106980,SAHIL KUMAR RAY,03-Oct-2025 01:53 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3109477,SATYESH MAHANA,04-Oct-2025 03:09 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3104343,SOUBHAGYA SAHU,01-Oct-2025 07:52 PM,Rejected-Finance,Dis-Qualified by Lottery,20-May-2026 02:17 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
