Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 11:41 AM,techsummary_586413.pdf (783.51 KB),1,3448417,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",06-Apr-2026 10:55 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,30-May-2026,"INR 595,943.87",20.0,Jyoti Ranjan Pradhan,30-May-2026 01:56 PM,AOC30A.pdf (909.00 KB),1.0,3445457.0,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",INR,"595,943.87",Finance,ALL BID DOCUMENTS ARE DOWNLOADED,Jyoti Ranjan Pradhan,08-Apr-2026 11:43 AM,,BOQ Comparative Chart,"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,30-May-2026 01:53 PM,finsummary_586413.pdf (591.99 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2026_CEMWR_127629_1,SE/MDB-30(A)/W/2025-26,"Supply, Fabrication Transportation and Erection of Gates and Hoists of Athabati MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26",AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, EPF, ESI, Affidavits and all other documents as per DTCN","Supply, Fabrication Transportation and Erection of Gates and Hoists of Athabati MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26","Supply, Fabrication Transportation and Erection of Gates and Hoists of Athabati MIP in Tangi block under Minor Irrigation Division, Khordha for the year of 2025-26",Please refer Tender documents. ,NA ,"5,95,944",Mechanical Works,NA ,Tender,90.0,20.0,"Athabati, Tangi",752023.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-30(A)/W/2025-26,2026_CEMWR_127629_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Superintending Engineer, Mechanical Division, Bhub","O/o the Superintending Engineer, Mechanical Division, BBSR","4,000",0.0,Nil,Nil,No,"6,000",No,fixed,,Nil,Nil,26-Mar-2026 10:00 AM,07-Apr-2026 04:00 PM,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,26-Mar-2026 10:00 AM ,07-Apr-2026 03:30 PM ,26-Mar-2026 10:00 AM,07-Apr-2026 03:30 PM,AOC
,,,,,,2,3445352,BANASHREE BHUYAN,07-Apr-2026 11:21 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3445209,DASH ENGINEERING AND WORKS,05-Apr-2026 12:59 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3445325,LAXMIDHRA BHUYAN,07-Apr-2026 08:36 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3448854,MANGALA PRASAD PARIDA,07-Apr-2026 08:36 AM,Rejected-Technical,NON RESPONSIVE,30-May-2026 11:41 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3442538,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Apr-2026 01:03 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3442545,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Apr-2026 12:51 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3447838,M/S. DASH ENTERPRISERS (PROP - RAJEEB LOCHAN DASH),06-Apr-2026 01:22 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3448738,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,07-Apr-2026 07:12 AM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3448708,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",06-Apr-2026 10:45 PM,Rejected-Finance,LOOSER OF THE LOTTERY,30-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
