Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
Finance,NOTE SHEET,Dipika Majhi,19-Feb-2026 06:43 PM,finance_578654.pdf,BOQ Comparative Chart,1,3387422,BIJAYA BHOL,09-Feb-2026 12:36 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,1.0,3386718.0,PRADEEP KUMAR DAS,INR,"503,440",CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2026_CERWI_125323_13,Tender Online - 11 of 2025-26,S/R to Jagannathpur to Khaleri Road for the year 2025-26.,20-May-2026,"INR 503,440",30.0,Dipika Majhi,20-May-2026 03:23 PM,1930.pdf (2131.00 KB),AoC,eerwd,Internal,,Dipika Majhi,24-Apr-2026 05:37 PM,techsummary_578654.pdf (581.37 KB),eerwd,Internal,,Dipika Majhi,06-May-2026 11:19 AM,finsummary_578654.pdf (581.37 KB),AOC,1.0,ICICI BANK,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 11 of 2025-26,2026_CERWI_125323_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",S/R to Jagannathpur to Khaleri Road for the year 2025-26.,S/R to Jagannathpur to Khaleri Road for the year 2025-26.,Please refer Tender documents. ,NA ,"5,83,000",Civil Works - Roads,NA ,Tender,60.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,"5,830",Yes,fixed,,Nil,Nil,02-Feb-2026 09:00 AM,11-Feb-2026 11:00 AM,02-Feb-2026 10:00 AM,10-Feb-2026 05:00 PM,02-Feb-2026 10:00 AM ,09-Feb-2026 03:00 PM ,02-Feb-2026 10:00 AM,10-Feb-2026 05:00 PM,"4,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, PAN Regd Cert, GSTIN, No Relation and Affidavit Towards Correctness certificate",AOC
,,,,,,2,3386565,KAILASH CHANDRA SAHOO,09-Feb-2026 10:54 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,3,3386718,PRADEEP KUMAR DAS,09-Feb-2026 10:47 PM,Accepted-AOC,L1 bidder,20-May-2026 03:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3387730,SANDIP KUMAR BISWAL,09-Feb-2026 01:51 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3388675,SANTOSH MOHANTY,10-Feb-2026 03:42 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3389076,SATYA PRAKASH DASH,09-Feb-2026 09:37 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3387944,SAUMYASHREE BISWAL,09-Feb-2026 02:38 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3390944,SISHIRA KUMAR SWAIN,10-Feb-2026 03:21 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3390997,SK ISAK,10-Feb-2026 03:43 PM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3389504,SURESH KUMAR SAMAL,10-Feb-2026 09:07 AM,Rejected-Technical,L2 bidder,24-Apr-2026 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
