S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,ICICI BANK,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012","27,500",Yes,fixed,,Nil,Nil,09-Oct-2025 12:30 PM,28-Oct-2025 10:00 AM,09-Oct-2025 12:30 PM,23-Oct-2025 05:00 PM,NA ,NA ,09-Oct-2025 12:30 PM,23-Oct-2025 05:00 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo.17/25-26,2025_ORULB_116784_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1.0,1ST Corrigendum Notice,Date,,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Construction of CC road from Ceramix gada to Advocate Kartik Pandit res Subhadrapur in Ward No.56.,Construction of CC road from Ceramix gada to Advocate Kartik Pandit res Subhadrapur in Ward No.56.,Please refer Tender documents. ,NA ,"27,43,577",Civil Works - Others,NA ,Tender,105.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,28-May-2026 01:25 PM,finsummary_555095.pdf (90.24 KB),Deputy Executive Engineer,Internal,Executive Engineer,Sanjukta Sa,28-May-2026 12:47 PM,techsummary_555095.pdf (90.24 KB),1,3141145,ASHIS KUMAR BISWAL,23-Oct-2025 11:42 AM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,1.0,3144892.0,PRAVAT KUMAR SWAIN,INR,"2,332,280",Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_116784_18,MC(CMC)CTC_Div-IIINo.17/25-26,Construction of CC road from Ceramix gada to Advocate Kartik Pandit res Subhadrapur in Ward No.56.,28-May-2026,"INR 2,332,280",90.0,Sanjukta Sa,28-May-2026 01:53 PM,chat.pdf (90.00 KB),wo,Finance,Twenty bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,11-Nov-2025 11:52 AM,finance_555095.pdf,BOQ Comparative Chart,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,3140371,Ganesh Chandra Swain,21-Oct-2025 06:11 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3144059,KARAM BIR JENA,23-Oct-2025 03:24 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3126954,NIRUPAMA BEHERA,13-Oct-2025 10:00 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3138798,PRATAP KUMAR JENA,20-Oct-2025 07:42 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3144892,PRAVAT KUMAR SWAIN,23-Oct-2025 11:36 AM,Accepted-AOC,Accepted,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3142457,RAMESH CHANDRA BEHERA,22-Oct-2025 01:02 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3140430,SAMARJEET SWAIN,22-Oct-2025 02:11 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3134662,Sangram keshori Ray,18-Oct-2025 03:39 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3140365,SANJAY KUMAR DALAI,21-Oct-2025 05:01 PM,Rejected-AOC,Rejected,28-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
