Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,All the bids are downloaded successfully.,Kshirod Kumar Mohapatra,24-Nov-2025 04:37 PM,finance_562228.pdf,BOQ Comparative Chart,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Kshirod Kumar Mohapatra,23-Dec-2025 07:37 PM,finsummary_562228.pdf (920.86 KB),22-May-2026,"INR 2,773,443",180.0,Sambit Kumar Sahoo,22-May-2026 05:43 PM,36.pdf (127.00 KB),"L1 bid of Sri BHABANI PRASAD NAYAK selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",1,3230036,Anath Kumar Pradhan,16-Nov-2025 08:05 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,1.0,3228734.0,BHABANI PRASAD NAYAK,INR,"2,773,443",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,2025_AULE_120863_6,e-Procurement Notice No.AED-15 OF 2025-26,AUL 36 Improvement to road on Keredagada Alatanga Saline Embabnkment from RD 8.330 KM to 9.100 KM.,AUL Embankment Div AUL,Internal,AUL Embankment Div AUL,Kshirod Kumar Mohapatra,23-Dec-2025 07:24 PM,techsummary_562228.pdf (920.86 KB),AOC,"S.E, Aul Embkt. Division, Aul","S.E, Aul Embkt. Division, Aul-754219",AUL 36 Improvement to road on Keredagada Alatanga Saline Embabnkment from RD 8.330 KM to 9.100 KM.,Improvement to road on Keredagada Alatanga Saline Embabnkment from RD 8.330 KM to 9.100 KM.,Please refer Tender documents. ,NA ,"32,62,490",Civil Works - Others,NA ,Tender,90.0,180.0,AUL,754219.0,NA ,NA ,NA ,"S.E, Aul Embkt. Division, Aul",No ,No,07-Nov-2025 10:00 AM,18-Nov-2025 11:00 AM,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,07-Nov-2025 10:00 AM ,17-Nov-2025 05:00 PM ,07-Nov-2025 10:00 AM,17-Nov-2025 05:00 PM,"32,700",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, PAN, GSTIN, Affidavits, NRC, undertaking and any other documents as per SBD/DTCN",CE AND BM MBBS CHANDIKOLE||EASTERN CIRCLE II CHANDIKOLE||AUL Embankment Div AUL,e-Procurement Notice No.AED-15 OF 2025-26,2025_AULE_120863_6,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,2,3226562,ANNADA PRASANNA OJHA,17-Nov-2025 08:10 AM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3229543,ANSHUMAN TRIPATHY,16-Nov-2025 11:39 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3226495,AYASH KUMAR ROUT,15-Nov-2025 05:33 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3209883,BATAKRISHNA DASH,10-Nov-2025 09:51 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3228878,BEBI SETHI,16-Nov-2025 12:17 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3228734,BHABANI PRASAD NAYAK,17-Nov-2025 12:48 PM,Accepted-AOC,"L1 bid of Sri BHABANI PRASAD NAYAK selected through transparent lottery system accepted by the S.E., Aul Embankment Division for award of contract.",22-May-2026 05:43 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3232531,BIBEKANANDA MISHRA,17-Nov-2025 03:24 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3226849,Bijay Kumar Patra,15-Nov-2025 12:03 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3227478,BISWAJIT SAHOO,16-Nov-2025 02:36 PM,Rejected-Finance,Not won in the transparent Lottery,23-Dec-2025 07:37 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
