Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage
City Engineer,Internal,"EETENDERCELL,EEDIVISION2,EEDRAINAGE,DYCOMMISSIONERLEGAL,CFO,CITYENGINEER",Lipsa Parida,24-Mar-2026 10:09 AM,24-Mar-2026 11:00 AM,techsummary_581024.pdf (152.05 KB),Finance,2 bids opened successfully,Lipsa Parida,24-Mar-2026 11:11 AM,finance_581024.pdf,BOQ Comparative Chart,06-May-2026,"INR 8,498,049",120.0,Lipsa Parida,06-May-2026 04:57 PM,WO_71_3.pdf (514.00 KB),1,3414719,DIPAK PRADHAN,28-Feb-2026 01:56 PM,Rejected-Finance,Rejected,06-May-2026 04:51 PM,1.0,3415296.0,PYARI MOHAN JENA,INR,"8,498,049",Municipal Bodies||Bhubaneswar Municipal Corporation,2026_ORULB_125949_3,BMC-EE-Tender Cell-71/2025-26 dt. 11.02.2026,Construction of drain at Ganesh Nagar Lane1 and 2 in Ward No. 62,Technical,2 bids opened successfully,Lipsa Parida,02-Mar-2026 03:59 PM,technical_581024.pdf,City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEEDIVISIONII,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,06-May-2026 04:51 PM,finsummary_581024.pdf (1637.45 KB),AOC,"72,100",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-71/2025-26 dt. 11.02.2026,2026_ORULB_125949_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction of drain at Ganesh Nagar Lane1 and 2 in Ward No. 62,Construction of drain at Ganesh Nagar Lane1 and 2 in Ward No. 62,Please refer Tender documents. ,NA ,"72,01,736",Civil Works - Others,NA ,Tender,120.0,120.0,BMC AREA,751022.0,"Office Chamber of EE Central Tender Cell,BMC ","UG Floor, Office Chamber of EE Central Tender Cell,BMC ",21-Feb-2026 03:30 PM ,"Central Tender Cell,BMC",No ,No,1,Fee/PreQual/Technical,.pdf,Scanned copies of all documents,14-Feb-2026 10:30 AM,02-Mar-2026 03:30 PM,14-Feb-2026 10:30 AM,02-Mar-2026 03:00 PM,14-Feb-2026 10:30 AM ,20-Feb-2026 01:30 PM ,14-Feb-2026 10:30 AM,02-Mar-2026 03:00 PM,24-Mar-2026 11:00 AM,Executive Engineer (Central Tender Cell),"Central Tender Cell,BMC,ICOMC Tower, Pin-751022",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,3415296,PYARI MOHAN JENA,02-Mar-2026 05:45 AM,Accepted-AOC,L1 bidder,06-May-2026 04:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
