Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
CCE RW CIRCLE SAMBALPUR,CCE RW CIRCLE SAMBALPUR,17-Jun-2025 05:00 PM,02-Jul-2025 11:00 AM,17-Jun-2025 05:00 PM,01-Jul-2025 05:00 PM,17-Jun-2025 05:00 PM ,26-Jun-2025 05:00 PM ,17-Jun-2025 05:00 PM,01-Jul-2025 05:00 PM,02-Sep-2025 11:00 AM,"Construction of Road from Kharmunda to Amlipali via Rnipali, amjore, Rujhenmal road in the district of Bargarh under MMSY Transferred Road Improvement programme MMSY-TRIP for the year 2023-24","Construction of Road from Kharmunda to Amlipali via Rnipali, amjore, Rujhenmal road in the district of Bargarh under MMSY Transferred Road Improvement programme MMSY-TRIP for the year 2023-24",Please refer Tender documents. ,NA ,"16,35,93,732",Civil Works - Roads,NA ,Tender,90.0,90.0,Bargarh,768028.0,NA ,NA ,NA ,CCE RW CIRCLE SAMBALPUR,No ,No,CE RW I||RWCIRCLE-SAMBALPUR,Tender Online RWCSBP-06/2025-26,2025_CERWI_114504_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,1ST CORRIGENDUM,Date,,1.0,Fee/PreQual/Technical,.pdf,"Online copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit and other document as per DTCN",1.0,ICICI BANK,"16,35,937",Yes,percentage,1.0%,Nil,Nil,AOC,Technical,5 NOS BIDDER,Mousumee Patel,02-Jul-2025 11:55 AM,technical_543288.pdf,CE RW I||RWCIRCLE-SAMBALPUR,2025_CERWI_114504_1,Tender Online RWCSBP-06/2025-26,"Construction of Road from Kharmunda to Amlipali via Rnipali, amjore, Rujhenmal road in the district of Bargarh under MMSY Transferred Road Improvement programme MMSY-TRIP for the year 2023-24",Sujit Behera,Internal,,Sujit Behera,07-May-2026 01:02 PM,finsummary_543288.pdf (26.40 KB),1.0,2980443.0,PRASANTA KUMAR SAMANTRAY,INR,"155,430,405",1,2984339,DHANESWAR SAHU,30-Jun-2025 10:48 PM,Rejected-Finance,L4 BIDDER,07-May-2026 01:02 PM,07-May-2026,"INR 155,430,405",90.0,Sujit Behera,07-May-2026 01:09 PM,TECH.pdf (26.00 KB),aoc,SUJIT BEHERA,Internal,EE ESTIMATOR DAO,Sujit Behera,25-Aug-2025 06:48 PM,02-Sep-2025 11:00 AM,techsummary_543288.pdf (567.25 KB),Finance,4 NOS BIDDER,Madhusmita Mohanty,18-Sep-2025 05:07 PM,finance_543288.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2980443,PRASANTA KUMAR SAMANTRAY,27-Jun-2025 09:02 PM,Accepted-AOC,aoc,07-May-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2980451,RUPESH CHANDRA PRADHAN,29-Jun-2025 01:24 PM,Rejected-Finance,L3 BIDDER,07-May-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2985066,Subash Chandra Mohanty,01-Jul-2025 04:05 PM,Rejected-Finance,DUE TO NOT PRODUCE VALIDITY,07-May-2026 01:02 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2982181,SURESH AGRAWAL AND CO,30-Jun-2025 05:16 PM,Rejected-Technical,Due to insufficient work experience as per DTCN clause No.2.1.4,25-Aug-2025 06:48 PM,,,,,,,,,,,,,,,,,,,,,AOC
