S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3449802.0,SRIKANTA KUMAR SATAPATHY,INR,"3,470,611",Finance,3nos bids received,Mohammed Shahbaz,09-Apr-2026 12:37 PM,,BOQ Comparative Chart,"Md. Shahbaz, SE",Internal,"Er. Nirupama Sahoo AEE Estr, Er. Ruchika Dehury, AEE Estr Mr N. Srinivas Sr DAO",Mohammed Shahbaz,18-May-2026 06:45 PM,finsummary_586292.pdf (1641.22 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,2026_EICCL_127595_1,SE CTC (RandB)-78 of 2025-26,"Fire Safety Measures to Annex Building in AHPGIC, Cuttack for the year 2025-26 (such as providing Fire check door and other repair works etc)","Er Md Shahbaz, SE",Internal,Er Nirupama Sahoo AEE Estr Er Ruchika Dehury AEE(Estr) Mr N Srinibash Sr DAO,Debendra Kumar Behera,16-Apr-2026 06:40 PM,techsummary_586292.pdf (646.32 KB),18-May-2026,"INR 3,470,611",90.0,Mohammed Shahbaz,18-May-2026 06:54 PM,127595_1_A.pdf (1046.00 KB),The agency has been finalised on transparent lottery system.,1,3450168,CONSAGE ENGINEERING PRIVATE LIMITED,08-Apr-2026 04:33 PM,Rejected-AOC,Rejected,18-May-2026 06:55 PM,AOC,"6,000",0.0,Nil,Nil,No,"SE Cuttack RandB Division No_I, Cuttack","O/O SE Cuttack RandB Division No_I, Cuttack",EIC-CIVIL||SERNB-CIRCLE-CUTTACK||EERNB-DIVN-CUTTACK,SE CTC (RandB)-78 of 2025-26,2026_EICCL_127595_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"34,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,25-Mar-2026 02:00 PM,09-Apr-2026 11:00 AM,25-Mar-2026 02:00 PM,08-Apr-2026 05:00 PM,NA ,NA ,25-Mar-2026 02:00 PM,08-Apr-2026 05:00 PM,"Fire Safety Measures to Annex Building in AHPGIC, Cuttack for the year 2025-26 (such as providing Fire check door and other repair works etc)",Building work,As per DTCN ,NA ,"34,70,611",Civil Works - Buildings,NA ,Tender,90.0,90.0,Cuttack,753001.0,NA ,NA ,NA ,"O/O SE Cuttack RandB Division No_I, Cuttack",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory documents as per DTCN",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3449759,PRASANNAJIT MOHAPATRA,07-Apr-2026 06:30 PM,Rejected-AOC,Rejected,18-May-2026 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3449802,SRIKANTA KUMAR SATAPATHY,07-Apr-2026 07:29 PM,Accepted-AOC,Accepted,18-May-2026 06:55 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
