S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost,EMD ,Licence ,PAN,GSTIN, Affidavit,Schedule-A, MoU with Electrical Contract for Sl.No.1",EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-R AND B-SNG-18 OF 2025-26,2025_EICCL_121638_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Construction of Football Ground and Badminton Court for OAV at Bhoipali under Bargaon Block in the District of Sundargarh,Construction of Football Ground and Badminton Court for OAV at Bhoipali under Bargaon Block in the District of Sundargarh,Please refer Tender documents. ,NA ,"24,93,238",Civil Works - Buildings,NA ,Tender,90.0,90.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/o the SE Sundargarh R and B Division, Sundargarh",No ,No,"sE Sundargarh R and B Division, Sundargarh","O/o the SE Sundargarh R and B Division, Sundargar",25-Nov-2025 10:00 AM,08-Dec-2025 11:00 AM,25-Nov-2025 10:00 AM,06-Dec-2025 05:00 PM,25-Nov-2025 10:00 AM ,04-Dec-2025 05:00 PM ,25-Nov-2025 10:00 AM,06-Dec-2025 05:00 PM,"24,932",Yes,percentage,1.0%,Nil,Nil,AOC,SEDAOAEEAE,Internal,SEDAOAEEAE,AMIT KUMAR TUDU,07-May-2026 12:32 PM,techsummary_566235.pdf (318.41 KB),SEDAOAEEAE,Internal,SEDAOAEEAE,AMIT KUMAR TUDU,07-May-2026 12:38 PM,finsummary_566235.pdf (318.41 KB),Finance,WORK ORDER COPY,AMIT KUMAR TUDU,07-May-2026 12:29 PM,finance_566235.pdf,BOQ Comparative Chart,EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2025_EICCL_121638_10,Bid Identification No-SE-R AND B-SNG-18 OF 2025-26,Construction of Football Ground and Badminton Court for OAV at Bhoipali under Bargaon Block in the District of Sundargarh,1.0,3280265.0,FRIENDS CONSTRUCTION,INR,"2,119,501",1,3284395,AMIT KUMAR KISPOTTA,06-Dec-2025 03:01 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,07-May-2026,"INR 2,119,501",90.0,AMIT KUMAR TUDU,07-May-2026 12:43 PM,oavbhoipali.pdf (318.00 KB),Work order copy,AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Digitally sign in each pages and other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3283576,BIJAYA PANDA,06-Dec-2025 11:07 AM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3272889,CHINTAMANI SAHU,02-Dec-2025 08:38 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3281334,DILLIP KUMAR LAKRA,05-Dec-2025 12:58 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3282830,DOLAGOBINDA BEHERA,05-Dec-2025 07:08 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3280265,FRIENDS CONSTRUCTION,05-Dec-2025 10:56 PM,Accepted-AOC,1St lowest,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3267049,HIMANSHU BHUSAN SAHU,29-Nov-2025 06:02 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3280110,MADHUMITA SINGH,04-Dec-2025 08:52 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3283944,PRIYADARSHI RANA,06-Dec-2025 12:37 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3274452,SACHIN BEHERA,03-Dec-2025 12:37 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3284545,SOUBHAGYA BEHERA,06-Dec-2025 03:49 PM,Rejected-AOC,Accepted,07-May-2026 12:43 PM,,,,,,,,AOC
