Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
,,,,,,,,,,,,,14,3156827,BINAYA KUMAR ROUT,27-Oct-2025 11:00 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,15,3160044,BISWAJIT SAMANTARAY,27-Oct-2025 04:08 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,16,3143828,BRAJA GOPAL PRADHAN,24-Oct-2025 07:38 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,17,3160047,Byomakesh Mohanty,27-Oct-2025 04:08 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,18,3157361,CHANDAN KUMAR JENA,27-Oct-2025 10:15 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,19,3149001,CHIRAG CHITRAK GIRI,24-Oct-2025 04:40 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,20,3150311,DEBASHIS BISWAL,25-Oct-2025 09:51 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,21,3154650,DEBASHIS MISHRA,26-Oct-2025 02:39 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,22,3159607,DEEPAK ANDIA,27-Oct-2025 03:01 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,23,3151115,DHIRENDRA KUMAR NAYAK,27-Oct-2025 12:38 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,24,3159407,DILIP KUMAR SAMAL,27-Oct-2025 02:42 PM,Accepted-AOC,awarded,22-May-2026 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,25,3156561,DINESH KUMAR PANY,26-Oct-2025 11:12 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,26,3152348,DINESH PRADHAN,25-Oct-2025 08:11 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,27,3128072,DIPAK KUMAR JENA,14-Oct-2025 05:40 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,28,3158306,DIPAK KUMAR PRATAP,27-Oct-2025 12:17 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,29,3159613,GAGAN KUMAR SINGH,27-Oct-2025 04:10 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,30,3154728,JOGESWAR MOHANTA,26-Oct-2025 03:14 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,31,3158253,KAMALA KANTA NAYAK,27-Oct-2025 02:10 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,32,3145809,KISHORE KUMAR MOHANTY,23-Oct-2025 03:12 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,33,3137790,lokanathasahoo,26-Oct-2025 04:45 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,34,3157836,MAHESWARI JENA,27-Oct-2025 11:29 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,35,3132519,MANA MISHRA,19-Oct-2025 02:12 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,36,3141839,MANASA RANJAN BISWAL,22-Oct-2025 05:17 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,37,3151873,MANAS KUMAR JENA,25-Oct-2025 06:23 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,38,3158599,MANOJ KUMAR MOHANTY,27-Oct-2025 01:52 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,39,3137370,MANORANJAN BISWAL,24-Oct-2025 05:57 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,40,3146474,M/s MAA NABA DURGA CONSTRUCTIONS,27-Oct-2025 02:10 PM,Rejected-Technical,Disqualified as submitted PAN of other person in Bid Documents,20-Nov-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,41,3156926,M/S PRAVAS KUMAR SENAPATI,27-Oct-2025 11:58 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,42,3140066,MS SUBASH CHANDRA DAS,25-Oct-2025 01:24 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,43,3158321,NIRAKAR SAMAL,27-Oct-2025 12:22 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,44,3128026,NITISH KUMAR SWAIN,14-Oct-2025 05:05 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,45,3150571,PRABHAT RANJAN JENA,25-Oct-2025 12:46 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,46,3131591,PRADEEP KUMAR BEHERA,24-Oct-2025 08:49 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,47,3154882,PRADEEP KUMAR GIRI,26-Oct-2025 04:26 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,48,3151249,Pradipta Kishore Chand,25-Oct-2025 02:18 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,49,3159827,PRAJNA PRAKASH MOHANTY,27-Oct-2025 03:42 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,50,3158222,Priyabrata Pal,27-Oct-2025 12:07 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,51,3151461,PRIYARANJAN DAS,25-Oct-2025 05:16 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,52,3157968,RAJESH KUMAR BISWAL,27-Oct-2025 11:31 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,53,3151563,RAJESH PANIGRAHI,25-Oct-2025 04:45 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,54,3158017,Raj Ranjan Das,27-Oct-2025 11:45 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,55,3150557,RAKESH KUMAR SAHU,25-Oct-2025 02:02 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,56,3157752,RATRI MOHANTY,27-Oct-2025 11:13 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,57,3146452,Rishab parida,23-Oct-2025 07:00 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,58,3132190,SAMPURNA KUMAR DAS,17-Oct-2025 06:19 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,59,3158621,SANDEEP KUMAR BHADRA,27-Oct-2025 12:56 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,60,3140466,SANJAY KUMAR DEY,24-Oct-2025 08:05 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
