Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
26-Dec-2025,"INR 27,317,599",330.0,Dipak Ranjan Behera,22-May-2026 01:56 PM,WOpathureswargochhida.pdf (435.00 KB),awarded,DIPAK RANJAN BEHERA ACE DRAINAGE CIRCLE BALASORE,Internal,NABA KUMAR MAHALIK SE DD BALASORE DAO SE DD BALASORE,Dipak Ranjan Behera,15-Dec-2025 01:24 PM,finsummary_555515.pdf (344.01 KB),1,3147444,Abani Kumar Giri,24-Oct-2025 07:29 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,Technical,successfully downloaded of 77 nos of bidders,Dipak Ranjan Behera,30-Oct-2025 04:50 PM,technical_555515.pdf,Finance,successfully downloaded of 76 nos of financial bids,Dipak Ranjan Behera,25-Nov-2025 04:10 PM,finance_555515.pdf,BOQ Comparative Chart,"CE,Drainage,Cuttack||SE,Drainage,Balasore",2025_CEDC_119352_1,ACEDCBLS/DDBLS 02-12/2025-26,Improvement to Link Drains under Pathureswar and Gochhida Drainage System and Drains out falling to Bay of Bengal with construction of Structures in Bhograi Block of Balasore District.,1.0,3159407.0,DILIP KUMAR SAMAL,INR,"27,317,599",Dipak ranjan behera ACE,Internal,Naba kumar Mahalik SE Swati Roy DAO,Dipak Ranjan Behera,20-Nov-2025 04:33 PM,21-Nov-2025 10:30 AM,techsummary_555515.pdf (1829.28 KB),AOC,"3,21,346",Yes,fixed,,Nil,Nil,13-Oct-2025 10:00 AM,28-Oct-2025 11:30 AM,13-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,13-Oct-2025 10:00 AM ,20-Oct-2025 05:30 PM ,13-Oct-2025 10:00 AM,27-Oct-2025 05:00 PM,21-Nov-2025 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Paper Cost and EMD in online mode, GSTIN, PAN, CRC, Affidavit, NRC","10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"CE,Drainage,Cuttack||SE,Drainage,Balasore",ACEDCBLS/DDBLS 02-12/2025-26,2025_CEDC_119352_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement to Link Drains under Pathureswar and Gochhida Drainage System and Drains out falling to Bay of Bengal with construction of Structures in Bhograi Block of Balasore District.,Earth work and structural work,Please refer Tender documents. ,NA ,"3,21,34,571",Civil Works - Others,NA ,Tender,90.0,330.0,Bhograi Block of Balasore District,756038.0,NA ,NA ,NA ,"Office of the Addl Chief Engineer, Drainage Circle",No ,No,"ACE, Drainage Circle, Balasore","Office of the ACE, Drainage Circle, Balasore Near Sambad Chhak, Balasore",AOC
,,,,,,,,,,,,,2,3160331,ABHILASH BISWAL,27-Oct-2025 04:50 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3150014,ABINASH DHINDA,25-Oct-2025 09:50 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3141975,AMAR KUMAR JENA,25-Oct-2025 01:19 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3154609,AMIN RASHID KHAN,26-Oct-2025 02:35 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3157959,AMITAV DUTTA,27-Oct-2025 12:59 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3153801,Amulya Kumar Sahoo,26-Oct-2025 12:35 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3157610,ANUP KUMAR RAJ,27-Oct-2025 11:45 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3155252,ANURAG BEHERA,26-Oct-2025 05:49 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3149875,BASUBHAGNI PRADHAN,24-Oct-2025 09:25 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,11,3148214,Beda Prakash Biswal,24-Oct-2025 07:14 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,12,3149649,Bhabani Shankar Rout,24-Oct-2025 08:02 PM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,13,3144774,Bhaskar Chandra Pradhan,23-Oct-2025 11:10 AM,Rejected-Finance,defeated in transparent lottery,15-Dec-2025 01:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
