Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,23-Apr-2026 03:28 PM,,BOQ Comparative Chart,1.0,3458316.0,CUTTACK AGRIVATE PRIVATE LIMITED,INR,"16,800,000",Odisha State Co. Milk Producers Federation Ltd.,2026_OMFED_127995_4,07 /MM/CFP/56/ 2026-2027/19,Supply of DDGS (Rice) at Radhadamodarpur,DY. Manager MM,Internal,,Sudhir Ranjan Mallik,06-May-2026 01:07 PM,finsummary_587534.pdf (92.40 KB),DY. Manager MM,Internal,,Sudhir Ranjan Mallik,06-May-2026 01:04 PM,techsummary_587534.pdf (72.72 KB),1,3458316,CUTTACK AGRIVATE PRIVATE LIMITED,20-Apr-2026 02:42 PM,Accepted-AOC,L1,06-May-2026 01:32 PM,06-May-2026,"INR 16,800,000",60.0,Sudhir Ranjan Mallik,06-May-2026 01:32 PM,4770.PDF (182.00 KB),AOC,Managing Director,"D2, Sahid Nagar, BBSR",590.0,0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",1.0,ICICI BANK,10-Apr-2026 10:00 AM,23-Apr-2026 11:00 AM,10-Apr-2026 10:00 AM,22-Apr-2026 05:00 PM,NA ,NA ,10-Apr-2026 10:00 AM,22-Apr-2026 05:00 PM,Supply of DDGS (Rice) at Radhadamodarpur,Supply of DDGS (Rice) at Radhadamodarpur,Please refer Tender Document ,NA ,"6,50,00,000",Miscellaneous Goods,NA ,Tender,60.0,60.0,Radhadamodarpur,754029.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,Odisha State Co. Milk Producers Federation Ltd.,07 /MM/CFP/56/ 2026-2027/19,2026_OMFED_127995_4,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,"2,00,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3459818,PRORICH AGRO PRIVATE LIMITED,22-Apr-2026 11:50 AM,Rejected-Finance,L2,06-May-2026 01:07 PM,,,,,,,AOC,,,,,,,,,,.pdf,Other documents as per DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3461632,SHREE LINGRAJ FEEDS LIMITED,22-Apr-2026 02:56 PM,Rejected-Finance,L3,06-May-2026 01:07 PM,,,,,,,AOC,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
