Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Finance,Opened,Purna Chandra Dalai,23-Oct-2025 09:59 PM,finance_552458.pdf,BOQ Comparative Chart,CCE Dhenkanal,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,19-Oct-2025 05:57 PM,23-Oct-2025 11:00 AM,techsummary_552458.pdf (1835.38 KB),28-May-2026,"INR 11,076,302",150.0,Purna Chandra Dalai,28-May-2026 09:16 PM,Khuntuni_Mahalaxmipur.pdf (672.00 KB),Agreement on dt.30.12.2025,1,3100889,ADITYA KUMAR DAS,26-Sep-2025 01:06 PM,Accepted-AOC,Winner of the transparent lottery and work has been awarded,28-May-2026 09:17 PM,1.0,3100889.0,ADITYA KUMAR DAS,INR,"11,076,302",CCE Dhenkanal (R and B) Circle,Internal,SE DAO Estimator of Division PA to CCE Estimator of Circle,Purna Chandra Dalai,28-May-2026 09:12 PM,finsummary_552458.pdf (158.05 KB),EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,2025_EICCL_117939_5,CCE DKL R and B/07-2025-26,Improvement of Khuntuni to Mahalaxmipur road (Near Khuntuni Mahalaxmipur) from 0/000 km to 6/566 km in the district of Cuttack under State Plan for the year 2025-26,Technical,Opened,Lopamudra Priyadarsini,26-Sep-2025 06:07 PM,technical_552458.pdf,AOC,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, EMD, PAN, Valid RC",EIC-CIVIL||SERNB-CIRCLE-DHENKANAL,CCE DKL R and B/07-2025-26,2025_EICCL_117939_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of Khuntuni to Mahalaxmipur road (Near Khuntuni Mahalaxmipur) from 0/000 km to 6/566 km in the district of Cuttack under State Plan for the year 2025-26,Improvement of Khuntuni to Mahalaxmipur road (Near Khuntuni Mahalaxmipur) from 0/000 km to 6/566 km in the district of Cuttack under State Plan for the year 2025-26,Please refer tender documents ,NA ,"1,30,29,411",Civil Works - Roads,NA ,Tender,90.0,150.0,Choudwar,754025.0,NA ,NA ,NA ,CCE Dhenkanal R and B Circle Dhenkanal,No ,No,"1,30,000",Yes,fixed,,Nil,Nil,CCE Dhenkanal R and B Circle Dhenkanal,CCE Dhenkanal R and B Circle Dhenkanal,1.0,Machineries,Other,,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,13-Sep-2025 09:00 AM,26-Sep-2025 05:30 PM,13-Sep-2025 09:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,13-Sep-2025 09:00 AM,26-Sep-2025 05:00 PM,23-Oct-2025 11:00 AM,AOC
,,,,,,,,,,,,,,,,,,,,2,3100647,BALABHADRA ROUT,25-Sep-2025 09:23 PM,Rejected-Technical,Disqualify as per DTCN clause No. 122 c,19-Oct-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Affidavit, Machineries and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3101057,BIJAYA KUMAR BISWAL,26-Sep-2025 03:56 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3097845,BISWAJIT BEHERA,23-Sep-2025 10:26 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3100714,DINESH KUMAR PANY,26-Sep-2025 10:59 AM,Rejected-Technical,Disqualify as per DTCN clause No. 122 c,19-Oct-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3087727,JASHMIN PARIDA,26-Sep-2025 04:21 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3098707,Kamal Lochan Das,24-Sep-2025 02:40 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3101090,Lalita Mohanty,26-Sep-2025 04:05 PM,Rejected-Technical,Disqualify as per DTCN clause No. 122 c,19-Oct-2025 05:57 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3100559,MANAS RANJAN MOHARANA,25-Sep-2025 06:07 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3100157,P A DEBASHISH SAMAL,26-Sep-2025 01:14 PM,Rejected-AOC,Unsuccessful in transparent lottery,28-May-2026 09:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
