Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"6,000",0.0,Nil,Nil,No,26-Jun-2025 10:00 AM,08-Jul-2025 11:00 AM,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,Municipal Bodies||Belpahar Municipal Council,EO/BPHM02/25-26,2025_ORULB_114739_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"18,000",Yes,fixed,,Nil,Nil,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,Constn of Pavor Block road from Raghunandan Chowk to Mishra Kishan gali in W.N.-14,Constn of Pavor Block road from Raghunandan Chowk to Mishra Kishan gali in W.N.-14,Please refer Tender documents. ,NA ,"18,00,000",Civil Works - Roads,NA ,Tender,90.0,120.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,1.0,ICICI BANK,AOC,Nimai Charan Panda,Internal,,Nilakantha Kisan,30-Jul-2025 01:02 PM,techsummary_544158.pdf (256.50 KB),Nimai Charan Panda,Internal,,Nilakantha Kisan,11-Aug-2025 04:33 PM,finsummary_544158.pdf (256.50 KB),Finance,ok,Nilakantha Kisan,25-Jul-2025 11:08 AM,finance_544158.pdf,BOQ Comparative Chart,18-May-2026,INR 0,120.0,Nilakantha Kisan,18-May-2026 11:17 AM,UNNATI.pdf (153.00 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_114739_20,EO/BPHM02/25-26,Constn of Pavor Block road from Raghunandan Chowk to Mishra Kishan gali in W.N.-14,1.0,2992010.0,BIBHUTI PRASAD RANA,INR,0.0,1,2992010,BIBHUTI PRASAD RANA,07-Jul-2025 12:56 PM,Accepted-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2986088,Chandan Kumar Bhol,06-Jul-2025 11:11 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2991285,Debendra Sahu,06-Jul-2025 07:25 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2990939,J. Rajendra Dora,06-Jul-2025 01:00 AM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2992302,lalu kishan,07-Jul-2025 03:41 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2991324,M/S SASWAT ENTERPRISES,06-Jul-2025 03:46 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2992242,RABINDRA BISWAL,07-Jul-2025 02:45 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2992073,RAMESH NAYAK,07-Jul-2025 02:10 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2992341,SABITRI SUNDRAY,07-Jul-2025 03:59 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-APPENDIX-D T&P NOT SSUBMITTED,25-Jul-2025 11:08 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2991699,SANTWANA ENTERPRISE,06-Jul-2025 11:22 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2991693,SUJIT KUMAR PRADHAN,07-Jul-2025 02:05 AM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 11:17 AM,AOC
