Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,"SE, M.I. Division, Kalahandi, Bhawanipatna","O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",1. Construction of Gudanguchha-I Check Dam (KA-12-0147) over Local Nalla near village Gudanguchha in Narla Block of Kalahandi District,Construction of Gudanguchha-I Check Dam (KA-12-0147) over Local Nalla near village Gudanguchha in Narla Block of Kalahandi District,Please refer Tender documents. ,NA ,"38,94,742",Civil Works - Others,Check Dam ,Tender,90.0,180.0,Narla,766100.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 10/2025-26,2026_CEMIB_126512_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-Feb-2026 11:00 AM,09-Mar-2026 11:00 AM,25-Feb-2026 11:00 AM,07-Mar-2026 05:30 PM,25-Feb-2026 11:00 AM ,04-Mar-2026 05:00 PM ,25-Feb-2026 11:00 AM,07-Mar-2026 05:30 PM,1.0,ICICI BANK,"38,950",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN",AOC,26-May-2026,"INR 3,178,109.19",180.0,SAROJ SHA,26-May-2026 07:20 PM,1GudanguchaBisamandaWorkOrder.pdf (477.00 KB),Bisam Nanda is the lottery winner,1,3421282,ABHIJEET MANDAL,07-Mar-2026 02:23 PM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,Er Saroj Sha,Internal,"Lal Krishna Basta, DAO and Nituza Panna, AE (Estr.) are the committee member",SAROJ SHA,26-May-2026 06:31 PM,techsummary_582590.pdf (2146.53 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2026_CEMIB_126512_1,SE MID BPT 10/2025-26,1. Construction of Gudanguchha-I Check Dam (KA-12-0147) over Local Nalla near village Gudanguchha in Narla Block of Kalahandi District,Er Saroj Sha,Internal,"Lal Krishna Basta, DAO and Nituza Panna, AE (Estr.) are the committee member",SAROJ SHA,26-May-2026 07:13 PM,finsummary_582590.pdf (1278.76 KB),Finance,82 nos valid Bidders admitted,SAROJ SHA,20-Apr-2026 11:37 AM,finance_582590.pdf,BOQ Comparative Chart,1.0,3422701.0,BISAM NANDA,INR,"3,178,109.19",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,Bill of Quantity,AOC,,,,,,,,2,3421128,ABHIMANYU NAIK,07-Mar-2026 01:07 AM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3413799,ALOK KUMAR NAYAK,02-Mar-2026 03:31 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Due to non submission of Litigation certificate,20-Apr-2026 11:37 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3422019,AMRIT KUMAR JAIN,06-Mar-2026 11:24 PM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3417141,ANJAN KUMAR BEHERA,06-Mar-2026 11:22 PM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3420847,ANKUSH KUMAR AGRAWAL,06-Mar-2026 05:33 PM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,3417555,Anup Kumar Pradhan,07-Mar-2026 12:44 AM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,3421891,ARIJIT NAYAK,07-Mar-2026 06:45 AM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,3421305,ASHUTOSH MEHER,07-Mar-2026 12:03 PM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,3420988,ASWINI KUMAR SAHU,06-Mar-2026 09:43 AM,Rejected-Finance,Rejected,26-May-2026 07:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
