EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"12,610",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-17 Dt. 12.01.2026,2026_CERWI_124845_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,20-Jan-2026 11:00 AM,28-Jan-2026 11:30 AM,20-Jan-2026 11:00 AM,27-Jan-2026 05:00 PM,20-Jan-2026 11:00 AM ,22-Jan-2026 01:30 PM ,20-Jan-2026 11:00 AM,27-Jan-2026 05:00 PM,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",1,ICICI BANK,"6,000",0.0,Nil,Nil,No,Repair to Alugum PWD Road to Bhimpur Via Terabati in the District of Puri for the year 2025-26.,Repair to Alugum PWD Road to Bhimpur Via Terabati in the District of Puri for the year 2025-26.,Please refer Tender documents. ,NA ,"12,61,000",Civil Works - Others,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,AOC,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2026_CERWI_124845_1,Online-17 Dt. 12.01.2026,Repair to Alugum PWD Road to Bhimpur Via Terabati in the District of Puri for the year 2025-26.,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,30-May-2026 12:35 PM,finsummary_576858.pdf (1239.99 KB),Finance,All are admitted for finalisation.,Rina Kumari Sasmal,02-Feb-2026 03:12 PM,,BOQ Comparative Chart,1.0,3368111.0,RATNAKAR NAYAK,INR,"1,258,587",30-May-2026,"INR 1,258,587",30.0,Jyoti Prakash Samal,30-May-2026 12:37 PM,Alugum.pdf (1240.00 KB),1,3368572,M/S GANESWAR SENAPATI,27-Jan-2026 03:34 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",30-May-2026 12:35 PM,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,30-May-2026 12:33 PM,techsummary_576858.pdf (1239.99 KB),AOC
,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3368111,RATNAKAR NAYAK,27-Jan-2026 01:47 PM,Accepted-AOC,"He is the 1st successful lottery winner, so his rate is accepted and awarded.",30-May-2026 12:37 PM,,,,,,,AOC
