Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage
"6,000",Nil,Nil,No,"15,210",Yes,fixed,,Nil,Nil,Rourkela Municipal Corporation,MC/RMC/08/2026,2026_RMC_125706_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Municipal Commissioner, RMC","Rourkela Municipal Corporation, Rourkela","Renovation drain from NNN 8 to NNN 14 at Civil Township, Ward No. 09 under RMC, Rourkela",Works,Please refer Tender documents. ,NA ,"15,21,000",Civil Works - Others,NA ,Tender,90.0,60.0,Rourkela,769012.0,NA ,NA ,NA ,"Rourkela Municipal Corporation, Rourkela",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, Affidavit, PAN, EMD, GST, Paper Cost and other documents as per DTCN",07-Feb-2026 06:00 PM,17-Feb-2026 11:00 AM,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,NA ,NA ,07-Feb-2026 06:00 PM,16-Feb-2026 05:00 PM,AOC,Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Birendra Nanda,25-Mar-2026 01:09 PM,techsummary_580127.pdf (4130.57 KB),1,3394964,ARADHYA CONSTRUCTION,13-Feb-2026 02:22 PM,Accepted-AOC,By The Tender Committee,11-May-2026 12:14 PM,Finance,EMD refund,Birendra Nanda,25-Mar-2026 12:37 PM,finance_580127.pdf,BOQ Comparative Chart,1.0,3394964.0,ARADHYA CONSTRUCTION,INR,"1,521,019.73",11-May-2026,"INR 1,521,019.73",60.0,Manas Biswal,11-May-2026 12:14 PM,BID08.pdf (4131.00 KB),Awarded to Aradhya Construction,Rourkela Municipal Corporation,2026_RMC_125706_5,MC/RMC/08/2026,"Renovation drain from NNN 8 to NNN 14 at Civil Township, Ward No. 09 under RMC, Rourkela",Commissioner,External,"Audit Officer, Executive Engineer, Superintending Engineer, Joint Commissioner",Manas Biswal,11-May-2026 11:47 AM,finsummary_580127.pdf (4130.56 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,2,3394951,ARATI TRIPATHY,13-Feb-2026 02:10 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3393125,BRAJA MOHAN BEURA,12-Feb-2026 03:29 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3397657,CHAKRA TANTY,16-Feb-2026 09:50 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3394876,MAA SAMALEI TRADERS,13-Feb-2026 01:33 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3398483,MANORANJAN JENA,16-Feb-2026 01:50 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3395792,MESSERS SHIVA CONSTRUCTION,16-Feb-2026 04:44 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3398553,MS KANHA CONSTRUCTION,16-Feb-2026 01:49 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3397787,M/S OM CONSTRUCTION,16-Feb-2026 11:02 AM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3399139,PRAKASH KUMAR DAS,16-Feb-2026 03:54 PM,Rejected-Technical,By The Tender Committee,25-Mar-2026 01:09 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
