Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
05-May-2026,"INR 47,229,091",270.0,Anup Kumar Behera,05-May-2026 12:03 PM,GaonBoinda20.pdf (422.00 KB),REFUND OF E.M.D,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_120351_14,Road Online-AGL-20/2025-26,Construction of road from Gaon Boinda to Jharboinda in the District of Angul under MMSY CMRL for the year 2025-26,1.0,3187254.0,SWAIN AND CO,INR,"47,229,091",1,3179724,Er.Raghunath Agarwalla,10-Nov-2025 04:17 PM,Rejected-AOC,0,05-May-2026 12:03 PM,Technical,Five Bidders found,Anup Kumar Behera,12-Nov-2025 12:25 PM,technical_560138.pdf,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,05-May-2026 12:01 PM,finsummary_560138.pdf (422.41 KB),Finance,Five Bidders found,Anup Kumar Behera,18-Jan-2026 06:17 PM,finance_560138.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,15-Jan-2026 01:31 PM,17-Jan-2026 05:00 PM,techsummary_560138.pdf (2453.99 KB),AOC,1.0,ICICI BANK,Construction of road from Gaon Boinda to Jharboinda in the District of Angul under MMSY CMRL for the year 2025-26,Construction of road from Gaon Boinda to Jharboinda in the District of Angul under MMSY CMRL for the year 2025-26,Please refer Tender documents. ,NA ,"5,55,57,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-20/2025-26,2025_CERWI_120351_14,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,30-Oct-2025 06:00 PM,12-Nov-2025 10:00 AM,30-Oct-2025 06:00 PM,11-Nov-2025 05:00 PM,30-Oct-2025 06:00 PM ,10-Nov-2025 01:00 PM ,30-Oct-2025 06:00 PM,11-Nov-2025 05:00 PM,17-Jan-2026 05:00 PM,"Chief Construction Engineer,RWC,Angul",At- Hakimpada Po- Hakimpada District- Angul,"10,000",0.0,Nil,Nil,No,"5,55,570",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD One percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",AOC
,,,,,,,,,,,,,,,,2,3205281,MAHENDRA SAHOO,11-Nov-2025 01:58 PM,Rejected-AOC,0,05-May-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation,No Litigation certif",AOC
,,,,,,,,,,,,,,,,3,3211327,M/S SAHEB CONSTRUCTION,11-Nov-2025 10:27 AM,Rejected-AOC,0,05-May-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,,4,3175616,RUPESH CHANDRA PRADHAN,06-Nov-2025 08:03 PM,Rejected-AOC,0,05-May-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,AOC
,,,,,,,,,,,,,,,,5,3187254,SWAIN AND CO,09-Nov-2025 07:51 AM,Accepted-AOC,Winner of lottery among the 1st lowest bidders,05-May-2026 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
