Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,ok,Bidyut Prabha Padhy,12-May-2026 01:39 PM,,BOQ Comparative Chart,EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,02-Dec-2025 07:05 PM,06-Dec-2025 11:00 AM,techsummary_559463.pdf (790.52 KB),12-May-2026,"INR 4,489,984",90.0,Bidyut Prabha Padhy,12-May-2026 01:53 PM,2025_cerwi_120265_5.pdf (556.00 KB),Successful Bidder,1,3188704,Allapa Ganapati Rao,06-Nov-2025 01:29 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,1.0,3187004.0,SUSANTA KUMAR SAHU,INR,"4,489,984",Executive Engineer,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,12-May-2026 01:47 PM,finsummary_559463.pdf (556.48 KB),CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_120266_5,Online Tender 10/MOHANA/2025-26,SR to Souri to Baroi road for the year 2025-26,Technical,Documents to be verified,Bidyut Prabha Padhy,02-Dec-2025 07:01 PM,technical_559463.pdf,AOC,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Annual Turnover,experience,machinery and other papers as per DTCN",29-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,29-Oct-2025 10:00 AM ,03-Nov-2025 05:00 PM ,29-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,06-Dec-2025 11:00 AM,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 10/MOHANA/2025-26,2025_CERWI_120266_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"52,900",Yes,fixed,,Nil,Nil,SR to Souri to Baroi road for the year 2025-26,SR to Souri to Baroi road for the year 2025-26,Please refer Tender documents. ,NA ,"52,82,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Mohana,761015.0,NA ,NA ,NA ,"O/o Executive Engineer, RW Division, Mohana",No ,No,EXECUTIVE ENGINEER,"O/o Executive Engineer, RW Division, Mohana Near Civil Court","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3184152,Balya Ram Dalai,05-Nov-2025 01:37 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3182346,BEJJIPURAPU NABIN,05-Nov-2025 01:04 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3186069,Bongu Tirupati Rao,05-Nov-2025 07:56 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3178596,BURADA CHIRANJIVI,03-Nov-2025 06:08 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3188458,D.HARISH KUMAR,06-Nov-2025 12:53 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3188102,HARI HARA SWAIN,06-Nov-2025 12:41 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3188353,HRUSIKESH MOHAPATRA,06-Nov-2025 04:43 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3188649,Jyoti Ranjan Nayak,06-Nov-2025 02:04 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3181515,Krushna Chandra Sahu,04-Nov-2025 05:15 PM,Rejected-AOC,All documents submitted.,12-May-2026 01:53 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
