S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
1.0,3407781.0,NARENDRA KUMAR PRADHAN,INR,"7,911,653",Technical,The validity of the tender is subject to the result of detail scrutiny of documents submitted by the bidder online.,Kapilendra Behera,09-Mar-2026 03:46 PM,technical_580159.pdf,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,2026_EICCL_125721_1,SE(RandB)Angul No.70 of 2025-26,P/R to Angul Chhendipada road from 36.500km to 39.464 km for the year 2025-26,PK HARIPAL,Internal,K BEHERA Sr. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,25-May-2026 10:35 AM,finsummary_580159.pdf (275.56 KB),PK HARIPAL SE,Internal,K BEHERA SR. DAO S PARIDA JE ESTIMATOR,Pratap Kumar Haripal,09-Mar-2026 03:56 PM,10-Mar-2026 11:30 AM,techsummary_580159.pdf (933.99 KB),Finance,8Nos. bidders participated in price bid.,Kapilendra Behera,05-May-2026 07:27 PM,finance_580159.pdf,BOQ Comparative Chart,25-May-2026,"INR 7,911,653",60.0,Pratap Kumar Haripal,25-May-2026 10:40 AM,WO.pdf (536.00 KB),Agreement No. 59 P1 of 2026-27 (Contract value excluding GST) Date of Commencement- 17.04.2026 Date of Completion- 16.06.2026,1,3407353,ANSHUMAN DASH,22-Feb-2026 11:02 AM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,EIC-CIVIL||SERNB-CIRCLE-DHENKANAL||EERNB Angul Division,SE(RandB)Angul No.70 of 2025-26,2026_EICCL_125721_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,07-Feb-2026 04:00 PM,24-Feb-2026 11:00 AM,07-Feb-2026 04:00 PM,23-Feb-2026 05:00 PM,07-Feb-2026 04:00 PM ,23-Feb-2026 01:00 PM ,07-Feb-2026 04:00 PM,23-Feb-2026 05:00 PM,10-Mar-2026 11:30 AM,"79,200",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Bid Cost and EMD online, GSTIN, PAN, RC, Affidavit, machineries and Other documents as per DTCN.",P/R to Angul Chhendipada road from 36.500km to 39.464 km for the year 2025-26,P/R to Angul Chhendipada road from 36.500km to 39.464 km for the year 2025-26,NA ,NA ,"79,11,653",Civil Works - Roads,NA ,Tender,90.0,60.0,Angul,759122.0,NA ,NA ,NA ,"ROADS and BUILDINGS DIVISION, ANGUL",No ,No,"10,000",0.0,Nil,Nil,No,Divisional Officer,"ROADS and BUILDINGS DIVISION, ANGUL",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3407726,ASHOK KUMAR SAHOO,22-Feb-2026 09:32 PM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3407686,BIBHUTI BHUSAN MAHAKHUD,22-Feb-2026 08:19 PM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3408146,BINAYAKA SAHOO,23-Feb-2026 01:06 PM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3406400,DEBASHIS RAUL,21-Feb-2026 11:03 AM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3404789,DEVEN KUMAR AGARWALLA,22-Feb-2026 05:03 PM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3407781,NARENDRA KUMAR PRADHAN,23-Feb-2026 12:43 AM,Accepted-AOC,Lottery winner,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3388761,PRAVAT RANJAN BHUYAN,23-Feb-2026 10:53 AM,Rejected-AOC,Lottery looser,25-May-2026 10:40 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
