S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"14,522",Yes,percentage,1.0%,Nil,Nil,"Construction of One no. Additional Classroom at Govt. Upper Primary School, Nuapatana, Bhubaneswar (MC)","Construction of One no. Additional Classroom at Govt. Upper Primary School, Nuapatana, Bhubaneswar (MC)",Please refer Tender documents. ,NA ,"14,52,166",Civil Works - Buildings,NA ,Tender,90.0,180.0,DPO Khurdha,752055.0,NA ,NA ,NA ,DPO Khurdha,No ,No,"6,000",Nil,Nil,No,DPC Khurdha,DPO Khurdha,1.0,Fee/PreQual/Technical/Finance,.pdf,Documents as per DTCN,04-Feb-2026 03:00 PM,18-Feb-2026 11:00 AM,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,04-Feb-2026 03:00 PM ,16-Feb-2026 05:00 PM ,04-Feb-2026 03:00 PM,17-Feb-2026 05:00 PM,OPEPA Bhubaneswar||Samagra Shiksha Khordha,02/CW/SS/2025-26,2026_OPEPA_125406_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,OPEPA Bhubaneswar||Samagra Shiksha Khordha,2026_OPEPA_125406_7,02/CW/SS/2025-26,"Construction of One no. Additional Classroom at Govt. Upper Primary School, Nuapatana, Bhubaneswar (MC)",DPC Khordha,Internal,,Sonamika Ray,11-May-2026 06:05 PM,finsummary_578922.pdf (265.25 KB),Finance,Admitted,DEBADATTA MOHANTY,20-Feb-2026 03:18 PM,,BOQ Comparative Chart,1.0,3400700.0,ALOK KUMAR SETHY,INR,"1,218,367",11-May-2026,"INR 1,218,367",180.0,Sonamika Ray,11-May-2026 06:07 PM,workordernuapatana.pdf (624.00 KB),1,3400700,ALOK KUMAR SETHY,17-Feb-2026 02:58 PM,Accepted-AOC,L1,11-May-2026 06:07 PM,DPC Khordha,Internal,,Sonamika Ray,11-May-2026 06:03 PM,techsummary_578922.pdf (265.25 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3399677,ATIS PATTANAYAK.S.C,16-Feb-2026 07:09 PM,Rejected-Technical,Rejected,11-May-2026 06:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3400988,DIBYA RANJAN SWAIN,17-Feb-2026 04:58 PM,Rejected-Technical,Rejected,11-May-2026 06:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3399425,Maheswar Infratech,16-Feb-2026 04:45 PM,Rejected-Technical,Rejected,11-May-2026 06:03 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3395332,SUBASINI BARAD,14-Feb-2026 11:10 AM,Rejected-Technical,Rejected,11-May-2026 06:03 PM,,,,,,,AOC
