Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
20-May-2026,"INR 427,605",30.0,Dipika Majhi,20-May-2026 03:50 PM,8661.pdf (2241.00 KB),AoC,1,3148981,BIBHUTI BHUSAN RAY,24-Oct-2025 06:12 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,2025_CERWI_119523_52,Tender Online - 04 of 2025-26,S/R to Apandara Sribantapur Road for the year 2025-26,1.0,3162386.0,ITUSMITA NAYAK,INR,"427,605",Finance,Summary,Dipika Majhi,08-Jan-2026 08:46 PM,finance_556288.pdf,BOQ Comparative Chart,eerwd,Internal,,Dipika Majhi,06-May-2026 12:35 PM,finsummary_556288.pdf (738.14 KB),eerwd,Internal,,Dipika Majhi,08-Jan-2026 08:50 PM,techsummary_556288.pdf (738.14 KB),AOC,"O/O the Suptd. Engineer, R. W. Division,","O/O the Suptd. Engineer, R. W. Division,",S/R to Apandara Sribantapur Road for the year 2025-26,S/R to Apandara Sribantapur Road for the year 2025-26,Please refer Tender documents. ,NA ,"5,03,000",Civil Works - Roads,NA ,Tender,90.0,30.0,Jagatsinghpur,754103.0,NA ,NA ,NA ,"O/O the Suptd. Engineer, R. W. Division,",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GSTIN, PAN, Regd. Cert, No Relation and affidavit towards Correctness Certificate",16-Oct-2025 09:00 AM,29-Oct-2025 11:00 AM,16-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,16-Oct-2025 11:00 AM ,24-Oct-2025 03:00 PM ,16-Oct-2025 11:00 AM,28-Oct-2025 05:00 PM,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-CUTTACK||RWDIVISION-JAGATSINGHPUR,Tender Online - 04 of 2025-26,2025_CERWI_119523_52,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,030",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,3163545,BIJAYA BHOL,28-Oct-2025 02:36 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,3159634,DEBASIS MOHANTY,27-Oct-2025 03:04 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,3138305,DIPTIMAYEE PARIDA,20-Oct-2025 03:00 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,3162386,ITUSMITA NAYAK,28-Oct-2025 11:39 AM,Accepted-AOC,L1 bidder,20-May-2026 03:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,3163668,Jyoshnarani Biswal,28-Oct-2025 03:10 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,3151778,NAGENDRA JENA,28-Oct-2025 02:11 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,3144172,NIRUPAMA BEHERA,22-Oct-2025 09:08 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,3154660,PRABIR BHATTA,26-Oct-2025 03:40 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,3146754,PRADEEP KUMAR DAS,26-Oct-2025 04:54 PM,Rejected-Technical,L2 bidder,08-Jan-2026 08:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
