S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,06-Jan-2025 02:00 PM,13-Jan-2025 05:10 PM,06-Jan-2025 02:00 PM,13-Jan-2025 05:00 PM,NA ,NA ,06-Jan-2025 02:00 PM,13-Jan-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,"3,360",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,EMDPANGSTINCDMSRegistrationcodeworkexperiencesimilarnatureworkworkinhandmachineriesasperDTCN,SR to D Type Quarter Kutra Tahasil,SR to D Type Quarter Kutra Tahasil,Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Sundargarh,770020.0,NA ,NA ,NA ,O/o of the Superintending Engineer,No ,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,Online-SESNG-19 of 2024-25,2025_CERWI_109099_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer R.W. Division, Sundargarh","O/o of the Superintending Engineer R.W. Division, Sundargarh At/po-Sankara. Dist-Sundargarh. 770020",AOC,1,2744191,ANJANA PATEL,12-Jan-2025 07:48 AM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,13-May-2026,"INR 285,877",30.0,Hitesh Agarwal,13-May-2026 12:33 PM,1705.pdf (443.00 KB),Er. Ashirbad Panda,Internal,,Ashirbad Panda,29-Mar-2025 05:42 PM,techsummary_523983.pdf (335.04 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh I,2025_CERWI_109099_2,Online-SESNG-19 of 2024-25,SR to D Type Quarter Kutra Tahasil,Er. Hitesh Agarwal,Internal,,Hitesh Agarwal,13-May-2026 12:29 PM,finsummary_523983.pdf (333.76 KB),Finance,14 Nos. of Successful Bidders,Ashirbad Panda,15-Jan-2025 11:06 AM,finance_523983.pdf,BOQ Comparative Chart,1.0,2745690.0,DEBASIS PUROHIT,INR,"285,877",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2744976,BHAGABATI SOHELA,13-Jan-2025 11:05 AM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2745690,DEBASIS PUROHIT,12-Jan-2025 11:27 PM,Accepted-AOC,Accepted,13-May-2026 12:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2743208,KK CONSTRUCTION,11-Jan-2025 08:26 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2743998,MAHENDRA KHUKHARI,11-Jan-2025 07:50 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2747086,MANIK CHARAN NAYAK,13-Jan-2025 03:15 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2746071,PUNI LAKRA,13-Jan-2025 11:06 AM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2744058,RAJAN BUDA(S.C),11-Jan-2025 08:41 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2744586,RAJNIKANTA BEHERA,12-Jan-2025 01:40 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2747423,ROJARANI PRADHAN,13-Jan-2025 04:23 PM,Rejected-Finance,Rejected,13-May-2026 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
