Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"2,000",0.0,Nil,Nil,No,"4,200",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-14 Dt. 29.11.2025,2026_CERWI_124309_19,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN",1.0,ICICI BANK,07-Jan-2026 04:00 PM,16-Jan-2026 11:30 AM,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,07-Jan-2026 04:00 PM ,13-Jan-2026 05:00 PM ,07-Jan-2026 04:00 PM,15-Jan-2026 05:00 PM,Repair to Outpost building at Mandarabast in the District of Puri for the year 2025-26.,Repair to Outpost building at Mandarabast in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"4,20,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,AOC,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,13-May-2026 06:07 PM,techsummary_574855.pdf (887.17 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,29-May-2026 04:24 PM,finsummary_574855.pdf (884.79 KB),Finance,13 nos bidder are admitted for finalisation.,Rina Kumari Sasmal,02-Feb-2026 03:57 PM,,BOQ Comparative Chart,1.0,3353511.0,SUJIT KUMAR PARIDA,INR,"421,473",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2026_CERWI_124309_19,Online-14 Dt. 29.11.2025,Repair to Outpost building at Mandarabast in the District of Puri for the year 2025-26.,1,3354498,ASHISH RANJAN CHAMPATIRAY,14-Jan-2026 09:18 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,29-May-2026,"INR 421,473",30.0,Jyoti Prakash Samal,29-May-2026 04:26 PM,outpostmandarbast.pdf (885.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3355165,BIRANCHI NARAYAN PATUARSINGH,15-Jan-2026 12:26 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3355774,HARIHAR PATTANAIK,15-Jan-2026 04:33 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3353512,MANDAKINI SUNDARAY,15-Jan-2026 02:54 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3354195,MILLI BALIARSINGH,15-Jan-2026 06:00 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3355607,M/S GANESWAR SENAPATI,15-Jan-2026 01:52 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3356219,OM SHANTI CONSTRUCTION,15-Jan-2026 04:38 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3353939,PADMA CHARAN UDANDARAY,14-Jan-2026 04:12 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3353940,PRATAP KUMAR PATASANI,15-Jan-2026 04:52 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Cancelled GSTIN in online gst portal.,02-Feb-2026 03:57 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3350003,RASHMI RANJAN BALIARSINGH,12-Jan-2026 05:29 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",29-May-2026 04:24 PM,,,,,,,AOC
