Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
Finance,opened,Sushil Kumar Nayak,30-May-2026 07:29 PM,finance_579015.pdf,BOQ Comparative Chart,1.0,3386248.0,SRIMANTA KUMAR DAS,INR,"2,688,852",CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,2026_CERWI_125451_1,RWDKNJ-11/2025-26,Construction of rest shed building at Champajhar PHC under Thakurmunda block in the Mayurbhanj district for the year 2022-23 under OMBADC.,Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,30-May-2026 07:34 PM,finsummary_579015.pdf (299.46 KB),Sushil Kumar Nayak,Internal,,Sushil Kumar Nayak,30-May-2026 07:30 PM,techsummary_579015.pdf (160.68 KB),30-May-2026,"INR 2,688,852",120.0,Sushil Kumar Nayak,30-May-2026 07:36 PM,wcamp.pdf (243.00 KB),1,3387622,BAIDYANATH HEMBRAM,09-Feb-2026 03:51 PM,Rejected-AOC,Disqualified,30-May-2026 07:36 PM,AOC,CE RW I||RWCIRCLE-BARIPADA||RW Division Karanjia,RWDKNJ-11/2025-26,2026_CERWI_125451_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN,GSTIN,All Affidavits as per DTCN",Divisional Officer,"RURAL WORKS DIVISION, KARANJIA","26,891",Yes,percentage,1.0%,Nil,Nil,03-Feb-2026 11:10 AM,10-Feb-2026 11:00 AM,03-Feb-2026 11:10 AM,09-Feb-2026 05:00 PM,03-Feb-2026 11:10 AM ,07-Feb-2026 01:00 PM ,03-Feb-2026 11:10 AM,09-Feb-2026 05:00 PM,Construction of rest shed building at Champajhar PHC under Thakurmunda block in the Mayurbhanj district for the year 2022-23 under OMBADC.,Construction of rest shed building at Champajhar PHC under Thakurmunda block in the Mayurbhanj district for the year 2022-23 under OMBADC.,NA ,NA ,"26,89,121",Civil Works - Buildings,NA ,Tender,90.0,180.0,Mayurbhanj,757037.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KARANJIA",No ,No,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3388152,CHAKRADHAR DAS,09-Feb-2026 04:11 PM,Rejected-AOC,Disqualified,30-May-2026 07:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3384449,PADMALOCHAN PANDA,08-Feb-2026 05:45 PM,Rejected-AOC,Disqualified,30-May-2026 07:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3386248,SRIMANTA KUMAR DAS,08-Feb-2026 05:21 PM,Accepted-AOC,Winner of the lottery.,30-May-2026 07:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3387842,TUSAR JYOTI MOHANTA,09-Feb-2026 02:19 PM,Rejected-Technical,False statement in the affidavit.,30-May-2026 07:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
