Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
"Collector and District Magistrate, Mayurbhanj",Internal,PA ITDA and Others,SURAI MURMU,10-Apr-2026 01:07 PM,techsummary_584884.pdf (27190.14 KB),15-May-2026,"INR 1,168,819.201",180.0,SURAI MURMU,15-May-2026 07:15 PM,7Proceeding1.pdf (8771.00 KB),1,3434585,DEBASMITA BEHERA,19-Mar-2026 12:09 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,1.0,3435427.0,INDUREKHA JENA,INR,"1,168,819.201",Finance,Qualified for Lottery and Agreement,Kamal Lochan Tudu,09-Apr-2026 01:15 PM,finance_584884.pdf,BOQ Comparative Chart,"Collector and District Magistrate, Mayurbhanj",Internal,PA ITDA and Others,SURAI MURMU,15-May-2026 07:10 PM,finsummary_584884.pdf (8770.77 KB),ST and SC Development Deptt||ITDA Baripada,2026_STSCD_127166_6,ITDABPD-07/2025-26,Construction of Additional Class Room at Manatri Girls High School under Badasahi Block,AOC,"11,700",Yes,percentage,1.0%,Nil,Nil,12-Mar-2026 10:00 AM,23-Mar-2026 11:00 AM,12-Mar-2026 10:00 AM,20-Mar-2026 05:30 PM,NA ,NA ,12-Mar-2026 10:00 AM,20-Mar-2026 05:30 PM,ST and SC Development Deptt||ITDA Baripada,ITDABPD-07/2025-26,2026_STSCD_127166_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,Construction of Additional Class Room at Manatri Girls High School under Badasahi Block,Construction of Additional Class Room at Manatri Girls High School under Badasahi Block,D and C ,NA ,"11,69,989",Civil Works - Buildings,NA ,Tender,90.0,180.0,BARIPADA,757002.0,NA ,NA ,NA ,ITDA BARIPADA,No ,No,"6,000",0.0,Nil,Nil,No,PA ITDA BARIPADA,"MURGABADI, BARIPADA",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,AOC
,,,,,,,,,,,,2,3435644,DEEPAK PATRA,19-Mar-2026 08:30 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractor License, PAN, GST / Affidavit / Agreement / NEFT Details / Annex-A to D etc.,",AOC
,,,,,,,,,,,,3,3435620,HARISH KUMAR BEHERA,19-Mar-2026 05:58 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3436580,HEMANTA KUMAR JENA,20-Mar-2026 08:32 AM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3435427,INDUREKHA JENA,20-Mar-2026 03:20 PM,Accepted-AOC,L1 Awarded through transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3434833,JASODARANI SAHU,18-Mar-2026 07:20 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3430291,MADHUSMITA SAHU,19-Mar-2026 12:39 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3430327,MANOJ KUMAR PANDA,19-Mar-2026 06:36 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3436346,Prabir Kumar Sahu,20-Mar-2026 04:01 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3437071,PRAMOD KUMAR GIRI,20-Mar-2026 04:15 PM,Rejected-AOC,Not Qualified in transparent lottery system,15-May-2026 07:15 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
