Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
12-May-2026,"INR 576,367",90.0,Anil Kumar Das,14-May-2026 04:32 PM,2721.pdf (468.00 KB),CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,2025_CERWI_114506_17,EERWPH-15/2025-26,"PH Works (SI,SD AND WS) to Construction of Sub Centre Building at Timna of Bargaon Block in Sundargarh District under State Budget in the F.Y. 2022-23",1.0,2984456.0,SUMIT SAGAR SAHOO,INR,"576,367",1,2987423,Bikash Kumar Tanty,03-Jul-2025 04:41 PM,Rejected-Finance,Not Qualified in transparency lottery,12-May-2026 02:27 PM,Finance,comparative statement,Anil Kumar Das,05-Jul-2025 12:01 PM,finance_543579.pdf,BOQ Comparative Chart,Executive Engineer,Internal,,Anil Kumar Das,12-May-2026 02:27 PM,finsummary_543579.pdf (64.18 KB),Executive Engineer,Internal,,Anil Kumar Das,18-Jul-2025 12:50 PM,techsummary_543579.pdf (332.50 KB),AOC,CE RW I||SE RW PH CIRCLE BBSR||EE RW PH DIVN. BBSR,EERWPH-15/2025-26,2025_CERWI_114506_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,24-Jun-2025 11:00 AM,04-Jul-2025 11:00 AM,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,NA ,NA ,24-Jun-2025 11:00 AM,03-Jul-2025 05:00 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid License Document as per tender class of contractor in NIT, GST, Certificate, PAN Card","PH Works (SI,SD AND WS) to Construction of Sub Centre Building at Timna of Bargaon Block in Sundargarh District under State Budget in the F.Y. 2022-23","PH Works (SI,SD AND WS) to Construction of Sub Centre Building at Timna of Bargaon Block in Sundargarh District under State Budget in the F.Y. 2022-23",Please refer Tender documents. ,NA ,"6,77,999",Civil Works - Buildings,NA ,Tender,90.0,NA ,Timna,770018.0,NA ,NA ,NA ,"O/O EE RW (PH) DIVISION ,BBSR",No ,No,"4,000",0.0,Nil,Nil,No,"6,800",Yes,fixed,,Nil,Nil,"EE RW (PH) DIVISION,BBSR","SE RW (PH) DIVISION,BBSR BEHIND ESPLANDE MALL,RASULGARH,751010",AOC
,,,,,,,,,,,,,,,2,2987081,RAJAN BUDA(S.C),03-Jul-2025 01:37 PM,Rejected-Finance,Not Qualified in transparency lottery,12-May-2026 02:27 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"EMD, Tender Paper cost, Affidavit for correctness and no Relation Certificate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,3,2987891,SANJAY JHA,03-Jul-2025 03:47 PM,Rejected-Finance,Not Qualified in transparency lottery,12-May-2026 02:27 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,2986416,SK WAQAR AHMED,02-Jul-2025 01:06 PM,Rejected-Finance,Not Qualified in transparency lottery,12-May-2026 02:27 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,2984456,SUMIT SAGAR SAHOO,02-Jul-2025 01:40 PM,Accepted-AOC,Qualified in transparency lottery,14-May-2026 04:32 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
