Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
Municipal Bodies||Bhawanipatna Municipality,2026_ORULB_126263_11,BPM/07/2025-26,Improvement of Drain with installation of Cover Slab from Das Transport to Para Panda Chowk in Ward No-06,1.0,3424319.0,HARI SHANKAR PATNAIK,INR,"389,444.92",1,3416401,Anubhab Mishra,02-Mar-2026 06:57 PM,Rejected-Finance,L3,01-May-2026 05:02 PM,01-May-2026,"INR 389,444.92",30.0,Pramod Kumar Padhi,01-May-2026 05:06 PM,41proceeding.pdf (323.00 KB),Finance,accepted,Pramod Kumar Padhi,01-May-2026 12:42 PM,,BOQ Comparative Chart,CP,Internal,,Pramod Kumar Padhi,01-May-2026 05:02 PM,finsummary_581853.pdf (323.27 KB),CP,Internal,,Pramod Kumar Padhi,01-May-2026 04:56 PM,techsummary_581853.pdf (323.27 KB),AOC,"3,900",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,Improvement of Drain with installation of Cover Slab from Das Transport to Para Panda Chowk in Ward No-06,Improvement of Drain with installation of Cover Slab from Das Transport to Para Panda Chowk in Ward No-06,Please refer Tender documents. ,NA ,"3,89,831",Civil Works - Others,NA ,Tender,90.0,30.0,BHAWANIPATNA MUNICIPALITY,766001.0,NA ,NA ,NA ,BHAWANIPATNA MUNICIPALITY,No ,No,"EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY","EXECUTIVE OFFICER, BHAWANIPATNA MUNICIPALITY",Municipal Bodies||Bhawanipatna Municipality,BPM/07/2025-26,2026_ORULB_126263_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,19-Feb-2026 02:00 PM,09-Mar-2026 05:30 PM,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,NA ,NA ,19-Feb-2026 02:00 PM,09-Mar-2026 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,1.0,Extension of date,Date,,AOC
,,,,,,,,,2,3418684,BIKASH KUMAR SAHANI,04-Mar-2026 10:50 PM,Rejected-Finance,L3,01-May-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,AOC
,,,,,,,,,3,3419495,DEEPAK KUMAR SAHANI,05-Mar-2026 02:23 PM,Rejected-AOC,L2,01-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3424319,HARI SHANKAR PATNAIK,09-Mar-2026 04:29 PM,Accepted-AOC,awarded,01-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3414963,JANAKI PUJHARI,03-Mar-2026 11:45 AM,Rejected-Finance,L3,01-May-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3416263,KIRAN KUMAR SAHU,02-Mar-2026 06:27 PM,Rejected-Finance,L3,01-May-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3415255,NILAKANTHA SAHU,03-Mar-2026 04:27 PM,Rejected-Finance,L3,01-May-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,8,3414981,SARITA SAHU,03-Mar-2026 06:22 PM,Rejected-Finance,L3,01-May-2026 05:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
