S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3020199.0,SACHIDANANDA KHILAR,INR,"87,870,276",EIC Civil Roads-I,Internal,,Pradipta Kumar Nayak,15-May-2026 12:47 PM,finsummary_546794.pdf (1829.29 KB),Technical,Opening,Pradipta Kumar Nayak,08-Aug-2025 07:42 PM,,EIC-CIVIL,2025_EICCL_115861_2,CE-ROADS-II-07/2025-26,Improvement of Saradhapur Chhak on NH-149 to Bella Chhak on Kantiapasi-Kunjam PWD road via Paunsia from 0/000 km to 5/691 km in the district of Angul under State Plan,Finance,Finance opening,Pradipta Kumar Nayak,18-Oct-2025 12:35 PM,,BOQ Comparative Chart,EIC Civil cum Roads Odisha,Internal,,Pradipta Kumar Nayak,15-Oct-2025 06:30 PM,18-Oct-2025 11:30 AM,techsummary_546794.pdf (200.84 KB),1,3026951,MANAS RANJAN ROUT,07-Aug-2025 02:20 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,15-May-2026,"INR 87,870,276",210.0,Pradipta Kumar Nayak,15-May-2026 12:50 PM,NH149_BellaChhak.pdf (1829.00 KB),2917 P1 of 2025-26,AOC,EIC-CIVIL,CE-ROADS-II-07/2025-26,2025_EICCL_115861_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Improvement of Saradhapur Chhak on NH-149 to Bella Chhak on Kantiapasi-Kunjam PWD road via Paunsia from 0/000 km to 5/691 km in the district of Angul under State Plan,Improvement of Saradhapur Chhak on NH-149 to Bella Chhak on Kantiapasi-Kunjam PWD road via Paunsia from 0/000 km to 5/691 km in the district of Angul under State Plan,Please refer Tender documents. ,NA ,"10,33,64,635",Civil Works - Roads,NA ,Tender,90.0,210.0,Angul Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",22-Jul-2025 04:00 PM,08-Aug-2025 11:30 AM,22-Jul-2025 04:00 PM,07-Aug-2025 05:30 PM,NA ,NA ,22-Jul-2025 04:00 PM,07-Aug-2025 05:30 PM,18-Oct-2025 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit","10,34,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3025033,MONALISHA CONSTRUCTION,06-Aug-2025 05:16 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3022716,M/s.S.K.Agarwalla,06-Aug-2025 07:11 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3026071,ROHAN DAS,07-Aug-2025 03:56 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3020199,SACHIDANANDA KHILAR,04-Aug-2025 04:25 PM,Accepted-AOC,Selected as L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3026140,Santosh Sasmal,07-Aug-2025 01:55 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3026229,tapan kumar sahu,06-Aug-2025 08:34 PM,Rejected-AOC,L1 bidder,15-May-2026 12:50 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
