Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
26-Jun-2025 10:00 AM,08-Jul-2025 11:00 AM,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 10:00 AM,07-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,Scanned copies of required documents as per DTCN,Municipal Bodies||Belpahar Municipal Council,EO/BPHM02/25-26,2025_ORULB_114739_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,000",Yes,fixed,,Nil,Nil,Constn of Pavor Block road from Linga Behera house to Sukru Meher house in W.N.-04,Constn of Pavor Block road from Linga Behera house to Sukru Meher house in W.N.-04,Please refer Tender documents. ,NA ,"7,00,000",Civil Works - Roads,NA ,Tender,90.0,90.0,Belpahar Municipality,768218.0,NA ,NA ,NA ,Belpahar Municipality Office,No ,No,"Executive Officer,Belpahar Municipality",At/Po-Belpahar Dist-Jharsuguda Odisha-768218,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,AOC,18-May-2026,INR 0,90.0,Nilakantha Kisan,18-May-2026 09:55 AM,UNNATI.pdf (153.00 KB),1,2986087,Chandan Kumar Bhol,06-Jul-2025 11:10 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,Nimai Charan Panda,Internal,,Nilakantha Kisan,30-Jul-2025 12:22 PM,techsummary_544030.pdf (256.50 KB),Nimai Charan Panda,Internal,,Nilakantha Kisan,07-Aug-2025 04:11 PM,finsummary_544030.pdf (256.50 KB),Municipal Bodies||Belpahar Municipal Council,2025_ORULB_114739_8,EO/BPHM02/25-26,Constn of Pavor Block road from Linga Behera house to Sukru Meher house in W.N.-04,1.0,2991028.0,LAXMIDHAR SAHOO,INR,0.0,Finance,ok,Nilakantha Kisan,24-Jul-2025 05:01 PM,finance_544030.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,.pdf,Scanned copies of online deposit receipt of EMD and cost of bid documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,2,2990999,Jeetendra Kumar Jaiswal,05-Jul-2025 09:44 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,2991028,LAXMIDHAR SAHOO,06-Jul-2025 10:25 AM,Accepted-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,2991309,M/S SASWAT ENTERPRISES,06-Jul-2025 03:02 PM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,2991183,Sachidananda Lenka,06-Jul-2025 11:46 AM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,2991690,SUJIT KUMAR PRADHAN,07-Jul-2025 02:01 AM,Rejected-AOC,Cancelled due to non-avaibility of earmarked funds,18-May-2026 09:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
