S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"R.C.PAN,GST,BID COST,EMD, ALL AFFIDAVIT SCHEDULE A TO F, ALL MACHINARIES ETC AS PER APPROVED DTCN","10,000",0.0,Nil,Nil,No,14-Oct-2025 04:00 PM,29-Oct-2025 11:00 AM,14-Oct-2025 04:00 PM,28-Oct-2025 05:00 PM,NA ,NA ,14-Oct-2025 04:00 PM,28-Oct-2025 05:00 PM,16-Dec-2025 04:00 PM,Superintending Engineer BBSR R and B Divn No II,Office of S E BBSR R and B Divn No II Surya nagar Unit-7,Improvement of road from Maa Bhuasuni Chhak to Sunderpada-Jagamara main road from 0/000 km to 0/342 km in the district of Khordha under State plan for the year 2025-26,Improvement of road from Maa Bhuasuni Chhak to Sunderpada-Jagamara main road from 0/000 km to 0/342 km in the district of Khordha under State plan for the year 2025-26,Please refer Tender documents. ,NA ,"99,78,423",Civil Works - Roads,NA ,Tender,90.0,60.0,Bhubaneswar,751003.0,NA ,NA ,NA ,Office of S E BBSR R and B Divn No II Surya nagar,No ,No,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-II-BBSR,eTCN-20/25-26,2025_EICCL_119394_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"99,784",Yes,percentage,1.0%,Nil,Nil,AOC,11-May-2026,"INR 8,482,655",60.0,Sachin Kumar Sahoo,11-May-2026 12:08 PM,bhuasunii.pdf (428.00 KB),1,3147890,AMIYA KUMAR PAIKARAY,24-Oct-2025 12:52 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,Finance,DOCUMENT DOWNLOADED FOR EVALUATION,Sachin Kumar Sahoo,16-Dec-2025 06:46 PM,,BOQ Comparative Chart,SACHIN KU SAHOO,Internal,sanjog maher bikram keshari pattnaik,Sachin Kumar Sahoo,16-Dec-2025 12:39 PM,16-Dec-2025 04:00 PM,techsummary_555615.pdf (691.30 KB),Sachin Ku Sahoo,Internal,,Sachin Kumar Sahoo,11-May-2026 12:00 PM,finsummary_555615.pdf (547.99 KB),Technical,DOCUMENT DOWNLOADED FOR EVALUATION,Sachin Kumar Sahoo,29-Oct-2025 12:57 PM,,EIC-CIVIL||SERNB-CIRCLE-CENTRAL||EERNB-DIVN-II-BBSR,2025_EICCL_119394_1,eTCN-20/25-26,Improvement of road from Maa Bhuasuni Chhak to Sunderpada-Jagamara main road from 0/000 km to 0/342 km in the district of Khordha under State plan for the year 2025-26,1.0,3163646.0,BHAGABAN JENA,INR,"8,482,655",AOC
2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3162739,ARUN KUMAR PATTANAYAK,28-Oct-2025 12:20 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3163646,BHAGABAN JENA,28-Oct-2025 02:59 PM,Accepted-AOC,Awarded through transparency lottery system,11-May-2026 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3145195,BIBHU PRASAD ROUTRAY,23-Oct-2025 01:02 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3162988,CHANDAN KUMAR PAIKARAY,28-Oct-2025 01:21 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3163113,CHETAN DIPTA MOHANTY,28-Oct-2025 01:24 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3163265,CHITRASEN GAJENDRA,28-Oct-2025 01:52 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3163789,D D CONSTRUCTION AND EQUIPMENTS,28-Oct-2025 03:48 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3163595,DEBASIS PATTANAIK,28-Oct-2025 02:53 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3138451,DIBESH KUMAR NAYAK,24-Oct-2025 12:15 PM,Rejected-Finance,Non responsive,11-May-2026 12:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
