Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Finance,Bid Opening Summary,Umesh Chandra Sethi,23-Apr-2026 02:38 PM,finance_587441.pdf,BOQ Comparative Chart,1.0,3459153.0,ACTIVE SECURITY AND INTELLIGENCE SEVICES,INR,"1,509,247.9",CCE Brutang and Hadua Irrigation Project Dasapalla||SE Hadua Division Narasinghapur,2026_SEHDP_127972_1,SE-HID(NSPR)-01/2026-27,"Engagement of different categories of Labour/personnels on outsourcing basis for Office of the Chief Construction Engineer ,B and HIP, Dasapalla and Hadua Irrigation Division, Narasinghpur for the Year 2026-2027(Period from 01.04.2026 to 31.03.2027)",Umesh Chandra Sethi,Internal,,Umesh Chandra Sethi,28-Apr-2026 06:44 PM,finsummary_587441.pdf (1788.45 KB),Umesh Chandra Sethi,Internal,,Umesh Chandra Sethi,28-Apr-2026 06:10 PM,techsummary_587441.pdf (1788.45 KB),05-May-2026,"INR 1,509,247.9",365.0,Umesh Chandra Sethi,11-May-2026 11:57 AM,Workorderoutsourcing.pdf (1243.00 KB),1,3459153,ACTIVE SECURITY AND INTELLIGENCE SEVICES,20-Apr-2026 05:15 PM,Accepted-AOC,Winner in transparent lottery system,11-May-2026 11:57 AM,AOC,"Superintending Engineer, Hadua Irrigation Division","O/o the Superintending Engineer, Hadua Irrigation Division, Narasinghpur-754032.","6,000",Nil,Nil,No,1.0,ICICI BANK,"Engagement of different categories of Labour/personnels on outsourcing basis for Office of the Chief Construction Engineer ,B and HIP, Dasapalla and Hadua Irrigation Division, Narasinghpur for the Year 2026-2027(Period from 01.04.2026 to 31.03.2027)","Engagement of different categories of Labour/personnels on outsourcing basis for Office of the Chief Construction Engineer ,B and HIP, Dasapalla and Hadua Irrigation Division, Narasinghpur for the Year 2026-2027(Period from 01.04.2026 to 31.03.2027)",Please refer Tender documents. ,NA ,"14,53,296",Human Resources Supply,NA ,Tender,90.0,365.0,Narasinghpur,754032.0,NA ,NA ,NA ,"Hadua Irrigation Division, Narasinghpur",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GSTIN, PAN, Registration Certificate, EPF and ESI Registration Certificate, IT Return",09-Apr-2026 10:00 AM,22-Apr-2026 11:00 AM,09-Apr-2026 10:00 AM,21-Apr-2026 05:00 PM,09-Apr-2026 10:00 AM ,13-Apr-2026 05:00 PM ,09-Apr-2026 10:00 AM,21-Apr-2026 05:00 PM,"14,600",No,fixed,,Nil,Nil,CCE Brutang and Hadua Irrigation Project Dasapalla||SE Hadua Division Narasinghapur,SE-HID(NSPR)-01/2026-27,2026_SEHDP_127972_1,Yes,Open Tender,Percentage,Services,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3456750,MAA TARINI SECURITY SERVICES,17-Apr-2026 03:39 PM,Rejected-AOC,Not selected in transparent lottery system,11-May-2026 11:57 AM,AOC,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit, Undertakings, Valid address proof, Experience cert. and any other docs docs. as per DTCN.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3460183,M/S SHRIYA SUBHAM AGENCIES,21-Apr-2026 03:47 PM,Rejected-Technical,Does not satisfy Eligibility Criteria as it did not furnish IT return for 2023-24 and 2024-25,28-Apr-2026 06:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill Of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3459093,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,21-Apr-2026 11:04 AM,Rejected-Technical,Does not satisfy Eligibility Criteria as the Agency did not furnish proof for local address at Narasinghpur,28-Apr-2026 06:10 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
