Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3193033,HITESH KUMAR SHARMA,07-Nov-2025 04:35 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,3180585,Jagnyasen Panda,05-Nov-2025 01:26 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,3193593,KESHAV SHARMA,07-Nov-2025 02:04 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,17,3194310,Madan Nayak,07-Nov-2025 04:29 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,18,3190396,MEENA DEVI,06-Nov-2025 09:35 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,19,3171806,NEMICHAND AGRAWAL,04-Nov-2025 03:57 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,20,3181795,Omprasad Sahu,07-Nov-2025 10:05 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,21,3191562,PARAMANANDA SAHU,06-Nov-2025 09:57 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,22,3185581,POOJA MITTAL,05-Nov-2025 06:40 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,23,3194224,PRAKASHINI PATTJOSHI,07-Nov-2025 04:09 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,24,3193584,PRATAP KISHOR NAIK,07-Nov-2025 04:43 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,25,3191508,PRINCE KUMAR GUPTA,07-Nov-2025 01:04 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,26,3193343,RADHAKANTA SETH,07-Nov-2025 01:24 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,27,3176443,RAJESH DAS,05-Nov-2025 11:10 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,28,3180155,RAJ KISHOR BHOI,05-Nov-2025 12:46 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,29,3193689,RAKESH KUMAR SAHU,07-Nov-2025 02:14 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,30,3188069,Ramesh Sahu,06-Nov-2025 12:56 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,31,3186210,RANKANIDHI MEHER,06-Nov-2025 06:21 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,32,3190807,SANJEEB KUMAR AGRAWAL,07-Nov-2025 07:03 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,33,3185402,SARITA SAHOO,07-Nov-2025 01:57 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,34,3172992,SAROJ KANTA NAIK,06-Nov-2025 10:03 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,35,3178585,SHASHI BHUSAN PRAHARAJ,04-Nov-2025 11:28 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,36,3191230,SITESH KUMAR NAHAK,06-Nov-2025 11:39 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,37,3192531,SRIKANTA KUMAR,07-Nov-2025 03:12 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,38,3193937,SUDHANSU SEKHAR BEHERA,07-Nov-2025 02:38 PM,Rejected-Technical,non Qualified,04-Jan-2026 07:37 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,39,3181915,SURENDRA KUMAR RANA,06-Nov-2025 12:18 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,40,3181877,TANKADHAR MEHER,05-Nov-2025 12:16 PM,Accepted-AOC,as per transparent lottery system,25-May-2026 04:55 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,41,3183352,TAPAN SAHU,05-Nov-2025 11:07 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,42,3187734,TULASIRAM SAHU,07-Nov-2025 11:23 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,43,3184450,UPENDRA KUMAR BHOI,05-Nov-2025 10:52 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,44,3191066,VIVEK KUMAR AGRAWAL,07-Nov-2025 05:58 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
