Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage
"6,000",0.0,Nil,Nil,No,S/R to RD Road to Ektara road Boxell culvert (1x6x3) for the year 25-26,S/R to RD Road to Ektara road Boxell culvert (1x6x3) for the year 25-26,Please refer Tender documents. ,NA ,"29,65,970",Civil Works - Roads,NA ,Tender,90.0,60.0,KESINGA,766012.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, KESINGA",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TPC, EMD, GSTIN, PAN Card, RC, Affidavits NRC, and required documents as DTCN",Superintending Engineer,"RURAL WORKS DIVISION, KESINGA",CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,RWKSNG-online-06/25-26,2025_CERWI_120160_44,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"30,000",Yes,fixed,,Nil,Nil,27-Oct-2025 05:00 PM,10-Nov-2025 11:00 AM,27-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,27-Oct-2025 05:00 PM ,03-Nov-2025 11:00 AM ,27-Oct-2025 05:00 PM,07-Nov-2025 05:00 PM,AOC,Kanan Pradhan,Internal,,Kanan Pradhan,04-Jan-2026 07:37 PM,techsummary_558957.pdf (517.25 KB),Kanan Pradhan,Internal,,Kanan Pradhan,04-Jan-2026 07:44 PM,finsummary_558957.pdf (517.25 KB),Finance,44 nos bidder participated,Tapan Kumar Badnayak,14-Nov-2025 09:35 PM,,BOQ Comparative Chart,1,3176699,ABHIJEET MANDAL,05-Nov-2025 12:22 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,CE RW I||RWCIRCLE-BHAWANIPATNA||RW Division Kesinga,2025_CERWI_120160_44,RWKSNG-online-06/25-26,S/R to RD Road to Ektara road Boxell culvert (1x6x3) for the year 25-26,1.0,3181877.0,TANKADHAR MEHER,INR,"2,521,371",02-Feb-2026,"INR 2,521,371",60.0,Kanan Pradhan,25-May-2026 04:55 PM,3021.pdf (497.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3192357,ABHIMANYU CHHATRIA,07-Nov-2025 10:23 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3185905,ABHIMANYU NAIK,06-Nov-2025 01:12 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3185760,ALAKA PATRA,06-Nov-2025 04:22 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3171731,ANIL KUMAR KEDIA,05-Nov-2025 12:16 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3184098,ASHOK KUMAR PADHAN,05-Nov-2025 01:40 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3186167,Bhakta Charan Bhoi,06-Nov-2025 12:05 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3193151,BHUBANESWAR SAHU,07-Nov-2025 12:48 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3181987,BIBHUTI PRASAD RANA,05-Nov-2025 11:53 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3193130,CHAITANYA MAJHI,07-Nov-2025 01:26 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3170859,DOLAMANI CHOUDHURY,31-Oct-2025 10:24 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3191421,GHANASHYAM SAHU,07-Nov-2025 11:17 AM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3182516,GUPTESWAR KAND,04-Nov-2025 09:12 PM,Rejected-Finance,As per transparent lottery system,04-Jan-2026 07:44 PM,,,,,,,,,,,,,,,,AOC
