Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"11,800",0.0,Nil,Nil,No,1,ICICI BANK,SELECTION AND APPOINTMENT OF HANDLING CONTRACTOR FOR HANDLING OF FOOD GRAIN AT OSWC TILEIBANI FOR THE BIENNIAL 2025-27,SELECTION AND APPOINTMENT OF HANDLING CONTRACTOR FOR HANDLING OF FOOD GRAIN AT OSWC TILEIBANI FOR THE BIENNIAL 2025-27,Please refer Tender documents. ,NA ,"30,07,512",Handling and Transportation,HANDLING ,Tender,180.0,396.0,TILEIBANI,768119.0,"O/O- DISTRICT MANAGER, OSCSC LTD., DEOGARH ","O/O- DISTRICT MANAGER, OSCSC LTD., DEOGARH ",05-Mar-2026 11:00 AM ,"COLLECTORATE CONFERENCE HALL, DEOGARH",No ,No,"1,50,376",No,fixed,,Nil,Nil,26-Feb-2026 02:00 PM,20-Mar-2026 11:00 AM,26-Feb-2026 02:30 PM,19-Mar-2026 05:00 PM,NA ,NA ,26-Feb-2026 02:30 PM,19-Mar-2026 05:00 PM,24-Mar-2026 11:30 AM,1,Fee/PreQual/Technical,.pdf,DTCN,"CSO-CUM-DISTRICT MANAGER, OSCSC LTD., DEOGARH","O/O- DISTRICT MANAGER, OSCSC LTD., DEOGARH, AT-NEW BALIROI, PO- BANIAKILINDA",Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Deogarh,544/HC/24.02.2026,2026_OSCSC_126668_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,AOC,Technical,There are two bidders participated in tender process. Both the bidders namely Om Singh Charan and Jaya Enterprises have qualified in technical bid evaluation. The committee decided to open financial bid on dt.24.03.2026 at 11.30 A.M.,Kishore Chandra Maharana,23-Mar-2026 04:23 PM,technical_583188.pdf,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Deogarh,2026_OSCSC_126668_1,544/HC/24.02.2026,SELECTION AND APPOINTMENT OF HANDLING CONTRACTOR FOR HANDLING OF FOOD GRAIN AT OSWC TILEIBANI FOR THE BIENNIAL 2025-27,"Collector, Deogarh",Internal,"DLO, DSWO, RTO, CSO-cum-DM",Kishore Chandra Maharana,21-May-2026 09:16 AM,finsummary_583188.pdf (1051.04 KB),1.0,3435298.0,JAYA ENTERPRISES,INR,"3,007,512",1,3435298,JAYA ENTERPRISES,18-Mar-2026 06:35 PM,Accepted-AOC,L1 bidder,21-May-2026 09:39 AM,21-May-2026,"INR 3,007,512",396.0,Kishore Chandra Maharana,21-May-2026 09:39 AM,AOC.pdf (477.00 KB),"The award of contract is accorded in favour of M/S Jaya Enterprises, Gurla, sambalpur to act as Handling Contractor of OSWC, Tileibani.","Collector, Deogarh",Internal,"DLO, DSWO, RTO, CSO-CUM-DM",Kishore Chandra Maharana,23-Mar-2026 04:38 PM,24-Mar-2026 11:30 AM,techsummary_583188.pdf (834.51 KB),Finance,"Om Singh Charan, Jharsuguda quoted 18percentage ASoR and Jaya Enterprise, Sambalpur has quoted 9.99 percentage ASoR (lowest rate). The DLTC approved Jaya Enterprises for appointment of Handling Contractor for the biennial 2025-27.",Kishore Chandra Maharana,20-May-2026 11:12 AM,finance_583188.pdf,BOQ Comparative Chart,AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3420545,OM SINGH CHARAN,19-Mar-2026 09:44 AM,Rejected-Finance,Quoted 18 percent ASoR,21-May-2026 09:16 AM,,,,,,,,,,,,,,,,,,,,,AOC
