Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
02-Feb-2026 01:30 PM,10-Feb-2026 11:30 AM,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,02-Feb-2026 01:30 PM ,08-Feb-2026 05:00 PM ,02-Feb-2026 01:30 PM,09-Feb-2026 05:00 PM,1.0,ICICI BANK,"17,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, GSTIN, PAN, RC, Machinery and as per DTCN Cost of tender Paper","6,000",0.0,Nil,Nil,No,Executive Engineer RWD Balliguda,Executive Engineer RWD Balliguda,CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,Online Tender- 17/EERWDBLG/2025-26,2026_CERWI_125375_17,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,SR to Bhutadi to Bhutelguda Road for the year 2025-26 (RCC Slab Culvert ),SR to Bhutadi to Bhutelguda Road for the year 2025-26 (RCC Slab Culvert ),Please refer Tender documents. ,NA ,"17,79,367",Civil Works - Roads,NA ,Tender,90.0,30.0,"Executive Engineer RWD Balliguda, Kandhamal",762103.0,NA ,NA ,NA ,Executive Engineer RWD Balliguda,No ,No,AOC,DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 12:11 PM,techsummary_578816.pdf (555.29 KB),DAO/EE,Internal,DAO/EE,Mahendra Kalet,07-May-2026 12:18 PM,finsummary_578816.pdf (555.29 KB),Finance,"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery.",Mahendra Kalet,07-May-2026 12:08 PM,finance_578816.pdf,BOQ Comparative Chart,07-May-2026,"INR 1,423,493",30.0,Mahendra Kalet,07-May-2026 12:22 PM,Work.pdf (555.00 KB),"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery",1.0,3385698.0,BILARSEN PARASETH,INR,"1,423,493",CE RW I||RWCIRCLE-BERHAMPUR||EE RW Divn. Baliguda,2026_CERWI_125375_17,Online Tender- 17/EERWDBLG/2025-26,SR to Bhutadi to Bhutelguda Road for the year 2025-26 (RCC Slab Culvert ),1,3385698,BILARSEN PARASETH,09-Feb-2026 02:06 PM,Accepted-AOC,"Successful bidder Bilarsen Paraseth, C Class Contractor declared as winner in lottery",07-May-2026 12:22 PM,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Valid Mail ID and Whatsapp No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3387118,BINAYAK MAHAPATRA,09-Feb-2026 12:15 PM,Rejected-Technical,Unccessful bidder,07-May-2026 12:11 PM,AOC
,,,,,,,,,,,,,,,,,,.pdf,NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3387220,RAJASHREE CONSTRUCTION,09-Feb-2026 11:46 AM,Rejected-Technical,Unccessful bidder,07-May-2026 12:11 PM,AOC
,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3386969,SORAJ KUMAR BEHERA,09-Feb-2026 03:47 PM,Rejected-Technical,Unccessful bidder,07-May-2026 12:11 PM,AOC
,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3386024,SRIDHAR BEBARTTA,09-Feb-2026 04:14 PM,Rejected-Technical,Unccessful bidder,07-May-2026 12:11 PM,AOC
