S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,"Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 4.500 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.","Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 4.500 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.",Please refer Tender documents. ,NA ,"7,36,172",Mechanical Works,NA ,Tender,90.0,15.0,KAKATPUR,752108.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,"7,400",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.",09-Mar-2026 10:00 AM,16-Mar-2026 04:00 PM,09-Mar-2026 10:00 AM,16-Mar-2026 03:30 PM,09-Mar-2026 10:00 AM ,16-Mar-2026 03:30 PM ,09-Mar-2026 10:00 AM,16-Mar-2026 03:30 PM,"4,000",0.0,Nil,Nil,No,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BBSR","O/O THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, BHUBANESWAR",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,SE/MDB-29(A)/W/2025-26,2026_CEMWR_126992_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Bhubaneswar,2026_CEMWR_126992_1,SE/MDB-29(A)/W/2025-26,"Replacement and Renovation of Gates and hoists at Nagar Saline Embankment at RD 4.500 KM of Kakatpur Irrigation Sub-Division under Nimapara Irrigation Division, Nimapara for the year of 2025-26.","SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,29-May-2026 01:17 PM,finsummary_584360.pdf (598.33 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED,GIRIDHARI PATTNAIK,16-Mar-2026 05:56 PM,,BOQ Comparative Chart,1.0,3432111.0,M/S. SANJEEB ENTERPRISERS,INR,"625,819.89",30-May-2026,"INR 625,819.89",15.0,Jyoti Ranjan Pradhan,30-May-2026 01:18 PM,AOC29A.pdf (1068.00 KB),1,3432565,ABHISEKH ENTERPRISERS,16-Mar-2026 12:07 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,"SE, MECHANICAL DIVISION, BBSR",Internal,"DAO, ESTIMATOR",Jyoti Ranjan Pradhan,29-May-2026 12:41 PM,techsummary_584360.pdf (860.04 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3431055,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",14-Mar-2026 06:39 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3426314,BANASHREE BHUYAN,16-Mar-2026 08:46 AM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3432128,DASH ENGINEERING AND WORKS,16-Mar-2026 02:08 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3426300,LAXMIDHRA BHUYAN,15-Mar-2026 09:22 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3432638,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Mar-2026 12:55 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3432547,M/S SAI SHREE INDUSTRIES,16-Mar-2026 02:42 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3432111,M/S. SANJEEB ENTERPRISERS,16-Mar-2026 02:04 PM,Accepted-AOC,LOTTERY WINNER AND SUCCESSFUL BIDDER,30-May-2026 01:19 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3432234,ORIFEB INDUSTRIES,16-Mar-2026 11:07 AM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3433179,PRAGATI ENGINEERING,16-Mar-2026 03:06 PM,Rejected-Finance,LOOSER OF THE LOTTERY,29-May-2026 01:17 PM,,,,,,,AOC
