EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"31,883",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT DTCN,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,23-Oct-2025 11:00 AM,07-Nov-2025 11:00 AM,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,23-Oct-2025 11:00 AM,06-Nov-2025 05:00 PM,Improvement of Road and Drain at Tala Soura Sahi in Ward No. 11,Improvement of Road and Drain at Tala Soura Sahi in Ward No. 11,Please refer Tender documents. ,NA ,"31,88,340",Civil Works - Others,NA ,Tender,90.0,120.0,Gunupur Municipality,765022.0,NA ,NA ,NA ,Municipality office Gunupur,No ,No,Executive officer Gunupur Municpality,Executive officer Gunupur Municpality,Municipal Bodies||Gunupur Municipal Council,GUN-MUN-77/2025-26,2025_ORULB_119908_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,06-May-2026,"INR 3,198,277",120.0,Dandapati Yudhistir,06-May-2026 08:44 PM,8wk.pdf (337.00 KB),the total contract value includes GST,1,3169898,Abani Ranjan Panigrahi,31-Oct-2025 03:55 PM,Accepted-AOC,Successful bidder in transparent lottery procss,06-May-2026 08:44 PM,Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 06:11 PM,techsummary_557387.pdf (1178.67 KB),Chairperson Gunupur Municipality,Internal,"Municipal Engineer Gunupur Municipality, Asst. Colloctor, O/o Sub-Collector, Gunupur , Executive Officer,Gunupur Municipality, Chairperson Gunupur Municipality",Dandapati Yudhistir,18-Dec-2025 09:25 PM,finsummary_557387.pdf (2814.63 KB),Municipal Bodies||Gunupur Municipal Council,2025_ORULB_119908_8,GUN-MUN-77/2025-26,Improvement of Road and Drain at Tala Soura Sahi in Ward No. 11,1.0,3169898.0,Abani Ranjan Panigrahi,INR,"3,198,277",Finance,opened,Santosha Kumar Naik,25-Nov-2025 08:00 PM,finance_557387.pdf,BOQ Comparative Chart,AOC
,,,,,,,,.xls,BILL OF QUANTITY,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3179741,CHANDRA SEKHAR SAHUKAR,04-Nov-2025 11:08 AM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3176595,GUNTAMUKALA GOWRI SANKAR RAO,03-Nov-2025 05:43 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3188400,KRUSHNA CHANDRA PRUSTY,06-Nov-2025 04:28 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid bid (GST suspended 04.04.2025),25-Nov-2025 08:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3189808,NIRUPAMA GOUDA,06-Nov-2025 04:06 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,3180421,TIRUPATI PRASAD PANIGRAHI,04-Nov-2025 05:16 PM,Rejected-Finance,LOST IN THE TRANSPARENT LOTTERY PROCESS,18-Dec-2025 09:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
